seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,755.732,False,False,45,1522,65,Republic of Great chiyuccaltan,40,Astronomy,120,Copper Smelting,-668,147,Arkaleshan Tribe,6045,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_1,
2,True,0,762.672,False,False,49,1835,48,Kingdom of Old tanmabarene Kingdom,48,Physics,120,Copper Smelting,-2270,166,New tamsamum Kingdom,5767,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_2,
3,True,0,714.009,False,False,43,1633,181,Kingdom of Ofimangoa Kingdom,23,Engineering,120,Copper Smelting,-1099,171,North barbelar Kingdom,5700,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_3,
4,True,0,735.835,False,False,31,1404,1,Kingdom of South dratandesh,51,Steam Engine,120,Copper Smelting,292,32,Kingdom of Great arkalbarad,5552,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_4,
5,True,0,764.899,False,False,43,2012,234,Old lamofia Kingdom,36,Printing,120,Copper Smelting,-931,37,Kingdom of Old barbarsamum,5687,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_5,
6,True,0,655.567,False,False,33,1939,70,Republic of Kingdom of Great itzchitan,30,Education,120,Copper Smelting,1131,28,Kingdom of Great ninashar,5572,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_6,
7,True,0,711.685,False,False,36,1833,70,South mixyucnahco,30,Education,120,Copper Smelting,-160,106,Kingdom of North belashad,5569,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_7,
8,True,0,710.953,False,False,31,1209,49,Kingdom of Great zuseara Kingdom,12,Shipbuilding,120,Copper Smelting,-1223,141,Empire of Old ayaintia,5822,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_8,
9,True,0,790.922,False,False,29,-159,0,Kingdom of North surmitnal,38,Mechanical Clock,120,Copper Smelting,-2061,128,Kingdom of Sambelan,5944,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_9,
10,True,0,731.811,False,False,31,1263,153,Kingdom of New kasetan Kingdom,12,Shipbuilding,120,Copper Smelting,-2567,34,Great arninar Tribe,5643,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_10,
11,True,0,639.309,False,False,32,843,54,Kingdom of North kamachia,109,Long-distance Exchange Networks,120,Copper Smelting,-798,81,Kingdom of New tuppach,5277,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_11,
12,True,0,768.915,False,False,31,914,49,Kingdom of Great mazua,38,Mechanical Clock,120,Copper Smelting,-550,28,Kingdom of Old kaltamad,5640,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_12,
13,True,0,775.895,False,False,31,1494,150,Kingdom of Great barzuene Kingdom,38,Mechanical Clock,120,Copper Smelting,-151,114,Kingdom of South barninan,5735,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_13,
14,True,0,787.866,False,False,38,1985,185,Kingdom of North lammalamene Kingdom,24,Optics,120,Copper Smelting,-2293,31,North ashtamashar Tribe,5663,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_14,
15,True,0,751.758,False,False,30,1579,48,Kachia Kingdom,23,Engineering,120,Copper Smelting,-1205,131,Belbelalum Tribe,5836,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_15,
16,True,0,728.899,False,False,48,1924,66,Republic of Kingdom of Chitoltan,45,Economics,120,Copper Smelting,-822,107,Kingdom of North hanqintaishan,5748,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v24/seed_16,
