seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,743.482,False,False,45,1972,65,Great xocitztolan,40,Astronomy,120,Copper Smelting,-46,38,Kingdom of New arareshar,5865,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_1,
2,True,0,718.484,False,False,33,1690,65,Republic of Kingdom of Old tolteotan,36,Printing,120,Copper Smelting,-1986,34,New ashsambar Tribe,5747,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_2,
3,True,0,704.974,False,False,42,1550,49,Kingdom of Tanselam Kingdom,36,Printing,120,Copper Smelting,-1988,36,Kingdom of Old barninbarum,5806,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_3,
4,True,0,724.450,False,False,28,1101,221,Kingdom of Old zulam Kingdom,12,Shipbuilding,120,Copper Smelting,438,32,Kingdom of North bartamkal,5522,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_4,
5,True,0,766.420,False,False,28,706,48,Kingdom of South tanzungoa Kingdom,12,Shipbuilding,120,Copper Smelting,-1439,213,North kaleshar Kingdom,5626,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_5,
6,True,0,641.554,False,False,32,1994,70,Republic of Kingdom of North mixchiitzco,30,Education,120,Copper Smelting,-893,56,Kingdom of North nordorvenland,5352,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_6,
7,True,0,741.395,False,False,28,568,280,Great maofimaara Kingdom,15,Currency,120,Copper Smelting,-706,125,Great lenbelselum,5386,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_7,
8,True,0,668.090,False,False,28,1439,172,Kingdom of Romlorstan,10,Irrigation,120,Copper Smelting,-1664,108,Kingdom of Selnorland,5505,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_8,
9,True,0,766.800,False,False,26,-2880,67,Mixtemxocco Tribe,17,Roads,120,Copper Smelting,-2958,32,Old ursameshan Tribe,5760,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_9,
10,True,0,710.202,False,False,28,-2020,158,North barbarene Tribe,12,Shipbuilding,120,Copper Smelting,-1894,113,Great ninurum Tribe,5781,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_10,
11,True,0,586.562,False,False,37,1860,48,Empire of New zuzuene Kingdom,31,Acoustics,120,Copper Smelting,-568,32,Kingdom of Great ninuresh,5461,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_11,
12,True,0,727.974,False,False,44,1813,49,Republic of Kingdom of Seka,35,Markets,120,Copper Smelting,-1285,130,North seldor Tribe,5510,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_12,
13,True,0,766.613,False,False,33,1517,48,Kingdom of South tansechia Kingdom,27,Democracy,120,Copper Smelting,80,114,Kingdom of Great ninkalum,5686,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_13,
14,True,0,765.461,False,False,31,-2280,49,Kingdom of Barkaa,14,Formal Mathematics,120,Copper Smelting,-2413,168,Kingdom of Barkaltamar,5594,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_14,
15,True,0,723.347,False,False,28,977,48,Empire of Old matankaa Kingdom,12,Shipbuilding,120,Copper Smelting,-15,125,Kingdom of Sellentaria,5817,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_15,
16,True,0,697.275,False,False,43,1728,66,Old teoyuctan,35,Markets,120,Copper Smelting,73,80,Kingdom of Old qorisumna,5889,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v12/seed_16,
