seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,726.109,False,False,46,610,49,Republic of Republic of Empire of New ofitanngoara,12,Shipbuilding,120,Copper Smelting,-668,147,Arkaleshan Tribe,6119,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_1,
2,True,0,710.478,False,False,42,1873,48,Kingdom of Great lammaara Kingdom,38,Mechanical Clock,120,Copper Smelting,-2270,166,New tamsamum Kingdom,5808,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_2,
3,True,0,707.158,False,False,44,1891,181,Kingdom of Ofimangoa Kingdom,32,Civil Service,120,Copper Smelting,-1099,171,North barbelar Kingdom,5730,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_3,
4,True,0,714.756,False,False,31,1184,225,Empire of New zusechi,51,Steam Engine,120,Copper Smelting,289,32,Kingdom of Great arkalbarad,5571,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_4,
5,True,0,741.701,False,False,43,2010,234,Old lamofia Kingdom,36,Printing,120,Copper Smelting,-931,37,Kingdom of Old barbarsamum,5719,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_5,
6,True,0,622.177,False,False,33,1927,70,Republic of Kingdom of Great itzchitan,30,Education,120,Copper Smelting,1122,28,Kingdom of South urbareshum,5569,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_6,
7,True,0,700.089,False,False,37,1803,70,Republic of Kingdom of North mixyuc,30,Education,120,Copper Smelting,-150,106,Kingdom of North belashad,5524,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_7,
8,True,0,672.638,False,False,32,1236,49,Kingdom of South mazu Kingdom,12,Shipbuilding,120,Copper Smelting,-1223,141,Empire of Old ayaintia,5830,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_8,
9,True,0,775.455,False,False,30,-160,0,Kingdom of North surmitnal,38,Mechanical Clock,120,Copper Smelting,-2061,128,Kingdom of Sambelan,5989,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_9,
10,True,0,703.905,False,False,32,1907,102,New sursurshanagar Kingdom,15,Currency,120,Copper Smelting,-2567,34,Great arninar Tribe,5545,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_10,
11,True,0,603.548,False,False,32,845,54,Kingdom of North kamachia,109,Long-distance Exchange Networks,120,Copper Smelting,-798,81,Kingdom of New tuppach,5135,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_11,
12,True,0,750.393,False,False,32,1715,318,Old kakaara Kingdom,23,Engineering,120,Copper Smelting,-549,28,Kingdom of Old kaltamad,5829,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_12,
13,True,0,763.592,False,False,32,1743,150,Kingdom of Great kakakau Kingdom,49,Scientific Method,120,Copper Smelting,-180,114,Kingdom of South barninan,5803,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_13,
14,True,0,755.130,False,False,39,2008,185,Kingdom of North lammalamene Kingdom,24,Optics,120,Copper Smelting,-2293,31,North ashtamashar Tribe,5709,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_14,
15,True,0,725.426,False,False,30,-1012,213,Empire of North nalvardesh,51,Steam Engine,120,Copper Smelting,-1205,131,Belbelalum Tribe,5845,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_15,
16,True,0,711.607,False,False,48,1923,66,Republic of Kingdom of Chitoltan,45,Economics,120,Copper Smelting,-822,107,Kingdom of North hanqintaishan,5740,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v20/seed_16,
