seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,745.625,False,False,44,1904,65,Great mixteotan,36,Printing,120,Copper Smelting,-669,147,Arkaleshan Tribe,5805,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_1,
2,True,0,751.684,False,False,39,2011,65,Great toltemnah,36,Printing,120,Copper Smelting,-2261,166,New tamsamum Kingdom,5734,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_2,
3,True,0,668.144,False,False,32,-1787,49,Empire of South ofikalama,27,Democracy,120,Copper Smelting,-1929,34,Kingdom of Great belbarad,5510,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_3,
4,True,0,739.247,False,False,28,944,199,South chichiara Kingdom,12,Shipbuilding,120,Copper Smelting,446,32,Kingdom of North ninurkalum,5408,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_4,
5,True,0,752.292,False,False,38,1927,238,Republic of Kingdom of South ngomaa Kingdom,24,Optics,120,Copper Smelting,-944,37,Kingdom of Old barbarsamum,5593,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_5,
6,True,0,675.547,False,False,37,1924,70,Republic of New teoyuctempan,39,Universities,120,Copper Smelting,723,79,Kingdom of Ayarumqorimarca,5456,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_6,
7,True,0,710.422,False,False,36,1531,70,Republic of Kingdom of North mixyuc,39,Universities,120,Copper Smelting,-133,106,Kingdom of North tamashad,5432,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_7,
8,True,0,679.732,False,False,28,1493,168,Kingdom of Great quikinland,15,Currency,120,Copper Smelting,-1313,141,Empire of Great qorirumna,5606,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_8,
9,True,0,784.319,False,False,28,905,49,Kingdom of Old ngotanara,109,Long-distance Exchange Networks,120,Copper Smelting,-1775,135,Kingdom of Kalsamninad,5749,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_9,
10,True,0,710.847,False,False,36,1912,48,Kingdom of Great zutanara Kingdom,27,Democracy,120,Copper Smelting,-2559,34,Kingdom of South ninashbelar,5382,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_10,
11,True,0,570.675,False,False,37,1850,48,Kingdom of South tanmamaa Kingdom,31,Acoustics,120,Copper Smelting,-744,81,Kingdom of South rumllaqqoriyu,4957,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_11,
12,True,0,753.070,False,False,27,1806,48,Kingdom of South barkatanu Kingdom,109,Long-distance Exchange Networks,120,Copper Smelting,-927,116,Kingdom of South belbel,5639,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_12,
13,True,0,766.907,False,False,28,-1871,150,South lamchikau Tribe,15,Currency,120,Copper Smelting,-1189,34,Kingdom of South kalkalar,5685,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_13,
14,True,0,759.120,False,False,45,1966,3,Empire of Great shashavarnagar Kingdom,35,Markets,120,Copper Smelting,-2294,31,North ashtamashar Tribe,5717,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_14,
15,True,0,744.711,False,False,35,1923,48,Kingdom of South mangochia Kingdom,22,Philosophy,120,Copper Smelting,-1316,131,Belbelalum Tribe,5825,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_15,
16,True,0,747.234,False,False,45,1762,66,Republic of Kingdom of Chitoltan,35,Markets,120,Copper Smelting,-733,107,Kingdom of Weiminguo,5741,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v14/seed_16,
