🏪 Trade & Economic Exchange Framework initialized!
🚀 INITIALIZING RESOURCES (Optimized)...
✅ RESOURCES INITIALIZED in 245 ms
   Resource ingestion: coal=18834, copper=30078, tin=14335, clay=18632, riverland-cells=18632
[SpawnInit] worldPopTarget=23900115 startYear=-5000
[StartTech] Applied regional presets at startYear=-5000 countries=100
  - south_asia: countries=14 techIds=1,2,3,4,6,20,115
  - east_asia: countries=14 techIds=1,2,3,4,6,20,115
  - west_asia: countries=11 techIds=1,2,3,4,6,10,20,115,119
  - se_asia: countries=6 techIds=1,2,3,5,6,20
  - cn_asia: countries=3 techIds=2,3,4,6
  - nile_ne_africa: countries=2 techIds=1,2,3,6,10,20,115
  - north_africa: countries=1 techIds=1,2,3,4,6,20,115
  - west_africa: countries=2 techIds=1,3,4,6,20
  - east_africa: countries=2 techIds=1,3,4,6,20
  - cs_africa: countries=1 techIds=1,3,4,6
  - se_europe: countries=2 techIds=1,2,3,4,6,20,115,119
  - med_europe: countries=2 techIds=1,2,3,4,5,6,20,115
  - central_europe: countries=2 techIds=1,2,3,4,6,20
  - wnw_europe: countries=2 techIds=1,3,4,6,20
  - north_europe: countries=1 techIds=3,4,6
  - mesoamerica: countries=10 techIds=1,3,6,20
  - andes: countries=7 techIds=1,3,4,6,20
  - e_na: countries=7 techIds=3,4,6
  - w_na: countries=8 techIds=3,4,6
  - caribbean: countries=1 techIds=3,5,6
  - oceania: countries=2 techIds=3,5,6
[SpawnInit] Region summary
  - south_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - east_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - west_asia targetShare=0.11 actualShare=0.11 targetPop=2629013 actualPop=2629013 countriesPlaced=11
  - se_asia targetShare=0.06 actualShare=0.06 targetPop=1434007 actualPop=1434007 countriesPlaced=6
  - cn_asia targetShare=0.033 actualShare=0.033 targetPop=788704 actualPop=788704 countriesPlaced=3
  - nile_ne_africa targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - north_africa targetShare=0.013 actualShare=0.0125522 targetPop=310702 actualPop=300000 countriesPlaced=1
  - west_africa targetShare=0.016 actualShare=0.0168955 targetPop=382402 actualPop=403805 countriesPlaced=2
  - east_africa targetShare=0.017 actualShare=0.017 targetPop=406302 actualPop=406302 countriesPlaced=2
  - cs_africa targetShare=0.01 actualShare=0.00999999 targetPop=239001 actualPop=239001 countriesPlaced=1
  - se_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - med_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - central_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - wnw_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - north_europe targetShare=0.008 actualShare=0.008 targetPop=191201 actualPop=191201 countriesPlaced=1
  - mesoamerica targetShare=0.1 actualShare=0.1 targetPop=2390012 actualPop=2390012 countriesPlaced=10
  - andes targetShare=0.065 actualShare=0.065 targetPop=1553507 actualPop=1553507 countriesPlaced=7
  - e_na targetShare=0.07 actualShare=0.07 targetPop=1673008 actualPop=1673008 countriesPlaced=7
  - w_na targetShare=0.078 actualShare=0.078 targetPop=1864209 actualPop=1864209 countriesPlaced=8
  - caribbean targetShare=0.013 actualShare=0.0125522 targetPop=310701 actualPop=300000 countriesPlaced=1
  - oceania targetShare=0.021 actualShare=0.021 targetPop=501902 actualPop=501902 countriesPlaced=2
worldsim_cli seed=5 config=C:\WS\WorldSimulation10028\data\sim_config.toml hash=642001439d893198 start=-5000 end=2025 gpu=0
🏛️ Tansurnal Tribe changed from Tribal to Chiefdom
🛣️ North sezuene Kingdom built roads to South kasengoa Kingdom (96 pixels)
🛣️ New barlamngoara Tribe built roads to South lamngolamu Kingdom (60 pixels)
🛣️ Ngoofika Kingdom built roads to Empire of Old lamzutana (119 pixels)
🛣️ South kasengoa Kingdom built roads to New ofimaa Kingdom (108 pixels)
🛣️ Great ofichichia Kingdom built roads to Empire of Old chizubarene (120 pixels)
🛣️ North sezuene Kingdom built roads to Old chingoofiene Kingdom (48 pixels)
🛣️ South ofiseene Kingdom built roads to Ngoofika Kingdom (60 pixels)
🛣️ New barlamngoara Tribe built roads to South chilam Kingdom (72 pixels)
🛣️ Old chingoofiene Kingdom built roads to South kasengoa Kingdom (96 pixels)
🛣️ New barlamngoara Tribe built roads to New tantanchi Kingdom (96 pixels)
🏛️ Kuspachsummarca changed from Chiefdom to Kingdom
🛣️ Great zutanene Kingdom built roads to Ngoka Kingdom (180 pixels)
🛣️ Great ofichichia Kingdom built roads to New barlamngoara Tribe (72 pixels)
🛣️ New barlamngoara Tribe built roads to South lambarchia Kingdom (65 pixels)
🛣️ Old lamofia Kingdom built roads to Empire of Sengose (42 pixels)
🛣️ Bartan Kingdom built roads to Empire of Sengose (76 pixels)
🛣️ South mabarkaara Kingdom built roads to South chilam Kingdom (84 pixels)
🛣️ Kingdom of Great chiteoco built roads to North mixtoltolpan (28 pixels)
🛣️ South temnahteoan Kingdom built roads to Kingdom of Great chiteoco (44 pixels)
🛣️ New barlamngoara Tribe built roads to Empire of New katan (132 pixels)
🛣️ South lambarchia Kingdom built roads to South mabarkaara Kingdom (36 pixels)
🛣️ Bartan Kingdom built roads to New ofimaa Kingdom (120 pixels)
🛣️ Great zutanene Kingdom built roads to New sezukaene Kingdom (144 pixels)
🛣️ South ofiseene Kingdom built roads to Empire of South sekabar (177 pixels)
🛣️ Bartan Kingdom built roads to Old chizuu Kingdom (72 pixels)
🛣️ South mabarkaara Kingdom built roads to New barlamngoara Tribe (120 pixels)
🛣️ New barlamngoara Tribe built roads to South kasechi Tribe (60 pixels)
🛣️ New barselamene Kingdom built roads to South ofiseene Kingdom (48 pixels)
🛣️ Empire of Old seofiara built roads to Empire of North selamene (164 pixels)
🏛️ South temnahteoan Kingdom changed from Kingdom to Empire
🛣️ New tankau Kingdom built roads to New barselamene Kingdom (36 pixels)
🛣️ South temnahteoan Kingdom built roads to Empire of North llaqsuyusuyua (204 pixels)
🛣️ South mabarkaara Kingdom built roads to New tantanchi Kingdom (84 pixels)
🛣️ Empire of Old seofiara built roads to Empire of Great zumakau (67 pixels)
🛣️ Empire of Old sechibaru built roads to South lamsechiene Kingdom (120 pixels)
🛣️ South ofiseene Kingdom built roads to Empire of North chibarngou (129 pixels)
🛣️ Empire of Old seofiara built roads to Empire of Maofi (40 pixels)
🛣️ Empire of Great ofingoofi built roads to Kingdom of Great lamseseara (60 pixels)
🛣️ Empire of Old sechibaru built roads to New sezukaene Kingdom (84 pixels)
🛣️ Empire of Old sechibaru built roads to Great lamkaofiara Kingdom (96 pixels)
🛣️ Empire of Great ofingoofi built roads to Kingdom of North tankau (60 pixels)
🛣️ Empire of Old seofiara built roads to New sezukaene Kingdom (114 pixels)
🛣️ Empire of Great ofingoofi built roads to South lambarchia Kingdom (119 pixels)
🛣️ South xoccalteotan built roads to Calteopan (36 pixels)
🛣️ South ofiseene Kingdom built roads to New tankau Kingdom (84 pixels)
🛣️ Empire of Great ofingoofi built roads to Great ofichichia Kingdom (63 pixels)
🛣️ South ofiseene Kingdom built roads to Ngoofika Kingdom (60 pixels)
🛣️ South calteotan Kingdom built roads to Kingdom of Itzxoctan (64 pixels)
🛣️ Empire of Great belna built roads to North vikan Kingdom (96 pixels)
🛣️ South temnahteoan Kingdom built roads to Kingdom of Great chiteoco (44 pixels)
🛣️ New itzchi Kingdom built roads to Empire of North llaqsuyusuyua (192 pixels)
🛣️ Empire of Old seofiara built roads to Great lamkaofiara Kingdom (126 pixels)
🛣️ New itzchi Kingdom built roads to South temnahteoan Kingdom (60 pixels)
🛣️ South temnahteoan Kingdom built roads to Empire of North llaqsuyusuyua (204 pixels)
🛣️ South calteotan Kingdom built roads to Kingdom of South teotemteman (18 pixels)
🛣️ Kingdom of South varsurpur Kingdom built roads to Kingdom of North kanshamita (72 pixels)
🛣️ South calteotan Kingdom built roads to Kingdom of Old calcalmixpan (30 pixels)
🛣️ Kingdom of South varsurpur Kingdom built roads to Kingdom of Old dravar (180 pixels)
🛣️ South temnahteoan Kingdom built roads to North pachllaqrum Kingdom (204 pixels)
🛣️ Kingdom of South varsurpur Kingdom built roads to Kingdom of Vidramit (42 pixels)
🛣️ South calteotan Kingdom built roads to Kingdom of South yuccalpan (66 pixels)
🛣️ Kingdom of New ranzenran Kingdom built roads to South marbeltergrad Tribe (59 pixels)
🛣️ Kingdom of South varsurpur Kingdom built roads to North kanvidesh Kingdom (142 pixels)
🛣️ New nahyuccaltan Kingdom built roads to South temnahteoan Kingdom (76 pixels)
🛣️ South temnahteoan Kingdom built roads to Kingdom of Great chiteoco (44 pixels)
🛣️ Old dusbelstan Kingdom built roads to Kingdom of New ranzenran Kingdom (28 pixels)
🛣️ South temnahteoan Kingdom built roads to Empire of North llaqsuyusuyua (204 pixels)
🛣️ New nahyuccaltan Kingdom built roads to North pachllaqrum Kingdom (156 pixels)
🛣️ Kingdom of South varsurpur Kingdom built roads to New kansha Kingdom (144 pixels)
🛣️ New nahyuccaltan Kingdom built roads to Pachrumpachna Kingdom (96 pixels)
🛣️ Empire of Old tanmaka built roads to Empire of South ninarum (84 pixels)
🛣️ South temnahteoan Kingdom built roads to New itzchi Kingdom (43 pixels)
🛣️ Kingdom of South varsurpur Kingdom built roads to South surtanrapur Tribe (60 pixels)
🛣️ Kingdom of New ranzenran Kingdom built roads to South marbeltergrad Tribe (59 pixels)
🛣️ Empire of Old tanmaka built roads to Empire of Maofi (12 pixels)
🛣️ Old belmarzenland Kingdom built roads to Kingdom of New ranzenran Kingdom (32 pixels)
🛣️ South marbeltergrad Tribe built roads to Old belmarzenland Kingdom (48 pixels)
🛣️ Old dusbelstan Kingdom built roads to Old belmarzenland Kingdom (48 pixels)
🛣️ South temnahteoan Kingdom built roads to North pachllaqrum Kingdom (204 pixels)
🛣️ Kingdom of New ranzenran Kingdom built roads to Old dusbelstan Kingdom (34 pixels)
🛣️ New nahyuccaltan Kingdom built roads to South qoripachpachna Kingdom (120 pixels)
🛣️ Old belmarzenland Kingdom built roads to New bellormarland Kingdom (34 pixels)
🛣️ South marbeltergrad Tribe built roads to New bellormarland Kingdom (47 pixels)
🛣️ Empire of Old zenkin built roads to Kingdom of Old mittanpur (96 pixels)
🛣️ Kingdom of Old marvia built roads to North romzen Kingdom (35 pixels)
🛣️ North romzen Kingdom built roads to Kingdom of Great viabelgrad (55 pixels)
🛣️ Kingdom of Great viabelgrad built roads to Kingdom of Old marvia (37 pixels)
🛣️ New bellormarland Kingdom built roads to Kingdom of New ranzenran Kingdom (30 pixels)
🛣️ Empire of Great ofingoofi built roads to South tantanzuene Kingdom (108 pixels)
🛣️ Empire of South kalam built roads to South tantanzuene Kingdom (108 pixels)
🛣️ Old dusbelstan Kingdom built roads to Gardus Kingdom (28 pixels)
🛣️ Old belmarzenland Kingdom built roads to Gardus Kingdom (32 pixels)
🏛️ South tanehivamoa Tribe changed from Kingdom to Empire
🛣️ Empire of Great solmargrad built roads to Old sharavipur Kingdom (129 pixels)
🛣️ New bellormarland Kingdom built roads to Gardus Kingdom (30 pixels)
🛣️ Empire of New barmaara built roads to New makakaene Kingdom (279 pixels)
🛣️ Kingdom of North beltam built roads to Great bareshninan (79 pixels)
🛣️ Kingdom of North beltam built roads to Kingdom of Artambelan (44 pixels)
🛣️ Kingdom of North beltam built roads to Kingdom of Old ninarurum (36 pixels)
🛣️ Kingdom of North beltam built roads to Kingdom of North arbarbelar (50 pixels)
🛣️ Kingdom of North beltam built roads to North asheshsamum Tribe (28 pixels)
🛣️ Old karlenland Tribe built roads to Kingdom of Venalia (12 pixels)
🛣️ Kingdom of Old ninarurum built roads to Great bareshninan (52 pixels)
🛣️ Old karlenland Tribe built roads to Kingdom of Old lendoralland (48 pixels)
🛣️ Old karlenland Tribe built roads to Old lennorum Kingdom (34 pixels)
🛣️ Kingdom of South ninsamar built roads to Republic of North ururan (52 pixels)
🛣️ Kingdom of Old lendoralland built roads to Kingdom of South norlenvenum (36 pixels)
🛣️ Kingdom of Old ngolamtanu built roads to Kingdom of Ngomaene (56 pixels)
🛣️ Kingdom of South ninsamar built roads to Kingdom of North tambarad (25 pixels)
🛣️ Kingdom of South ninsamar built roads to Empire of Eshkalkalum (40 pixels)
🛣️ Kingdom of Old lendoralland built roads to Kingdom of Venalia (36 pixels)
🛣️ Kingdom of Old ngolamtanu built roads to Kingdom of Great ngobarkaene (120 pixels)
🛣️ Kingdom of Old lendoralland built roads to Kingdom of New selbelalburg (75 pixels)
🛣️ Kingdom of South ninsamar built roads to Tamesh Kingdom (47 pixels)
🛣️ Kingdom of Venalia built roads to Kingdom of South romalum (48 pixels)
🛣️ Kingdom of Venalia built roads to Kingdom of Old dorlenburg (36 pixels)
🛣️ Kingdom of Old lendoralland built roads to Kingdom of Old romrom (24 pixels)
🛣️ Kingdom of Old lendoralland built roads to Kingdom of Romromburg (48 pixels)
🛣️ Kingdom of South zenviaquigrad built roads to Old dusbelstan Kingdom (34 pixels)
🛣️ Kingdom of Venalia built roads to Kingdom of Old romrom (60 pixels)
🛣️ Kingdom of Romromburg built roads to Kingdom of South norlenvenum (12 pixels)
🛣️ Kingdom of Old hanlinguo built roads to Kingdom of Old zhominshan (81 pixels)
🛣️ Kingdom of Old lendoralland built roads to Kingdom of New vendor (54 pixels)
🛣️ Kingdom of Romromburg built roads to Kingdom of Old romrom (48 pixels)
🛣️ Kingdom of Venalia built roads to Kingdom of Great tartarnoria (40 pixels)
🛣️ Kingdom of North tambarad built roads to Republic of North ururan (33 pixels)
🛣️ Kingdom of Romromburg built roads to Kingdom of Great norkaria (12 pixels)
🛣️ Kingdom of Old hanlinguo built roads to Kingdom of New hanminxiazhou (67 pixels)
🛣️ Kingdom of Old hanlinguo built roads to Kingdom of South lirenzhozhou (126 pixels)
🏛️ North marmargrad Tribe changed from Chiefdom to Kingdom
🛣️ Kingdom of Old hanlinguo built roads to Kingdom of New xiatailinling (82 pixels)
🛣️ Great solranmar Tribe built roads to Kingdom of New naromgrad (72 pixels)
🛣️ Tamesh Kingdom built roads to Republic of North ururan (74 pixels)
🛣️ Kingdom of Great nintamninum built roads to Kingdom of Artambelan (29 pixels)
🛣️ Kingdom of Old hanlinguo built roads to Kingdom of New hanweiguo (30 pixels)
🛣️ Great solranmar Tribe built roads to Kingdom of Nalinzenia (70 pixels)
Wrote C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v22\seed_5\run_summary.json, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v22\seed_5\timeseries.csv, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v22\seed_5\run_meta.json, C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v22\seed_5\violations.json
COMMAND:
/mnt/c/WS/WorldSimulation10028/out/cmake/release/bin/worldsim_cli.exe --seed 5 --config C:\WS\WorldSimulation10028\data\sim_config.toml --startYear -5000 --endYear 2025 --checkpointEveryYears 200 --outDir C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v22\seed_5 --techUnlockLog C:\WS\WorldSimulation10028\out\seed_max_tech_post16_realism_v22\seed_5\tech_unlocks.csv --techUnlockLogIncludeInitial 1 --useGPU 0

