🏪 Trade & Economic Exchange Framework initialized!
🚀 INITIALIZING RESOURCES (Optimized)...
✅ RESOURCES INITIALIZED in 334 ms
   Resource ingestion: coal=18834, copper=30078, tin=14335, clay=18632, riverland-cells=18632
[SpawnInit] worldPopTarget=23900115 startYear=-5000
[StartTech] Applied regional presets at startYear=-5000 countries=100
  - south_asia: countries=14 techIds=1,2,3,4,6,20,115
  - east_asia: countries=14 techIds=1,2,3,4,6,20,115
  - west_asia: countries=11 techIds=1,2,3,4,6,10,20,115,119
  - se_asia: countries=6 techIds=1,2,3,5,6,20
  - cn_asia: countries=3 techIds=2,3,4,6
  - nile_ne_africa: countries=2 techIds=1,2,3,6,10,20,115
  - north_africa: countries=1 techIds=1,2,3,4,6,20,115
  - west_africa: countries=2 techIds=1,3,4,6,20
  - east_africa: countries=2 techIds=1,3,4,6,20
  - cs_africa: countries=1 techIds=1,3,4,6
  - se_europe: countries=2 techIds=1,2,3,4,6,20,115,119
  - med_europe: countries=2 techIds=1,2,3,4,5,6,20,115
  - central_europe: countries=2 techIds=1,2,3,4,6,20
  - wnw_europe: countries=2 techIds=1,3,4,6,20
  - north_europe: countries=1 techIds=3,4,6
  - mesoamerica: countries=10 techIds=1,3,6,20
  - andes: countries=7 techIds=1,3,4,6,20
  - e_na: countries=7 techIds=3,4,6
  - w_na: countries=8 techIds=3,4,6
  - caribbean: countries=1 techIds=3,5,6
  - oceania: countries=2 techIds=3,5,6
[SpawnInit] Region summary
  - south_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - east_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - west_asia targetShare=0.11 actualShare=0.11 targetPop=2629013 actualPop=2629013 countriesPlaced=11
  - se_asia targetShare=0.06 actualShare=0.06 targetPop=1434007 actualPop=1434007 countriesPlaced=6
  - cn_asia targetShare=0.033 actualShare=0.033 targetPop=788704 actualPop=788704 countriesPlaced=3
  - nile_ne_africa targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - north_africa targetShare=0.013 actualShare=0.0125522 targetPop=310702 actualPop=300000 countriesPlaced=1
  - west_africa targetShare=0.016 actualShare=0.0168955 targetPop=382402 actualPop=403805 countriesPlaced=2
  - east_africa targetShare=0.017 actualShare=0.017 targetPop=406302 actualPop=406302 countriesPlaced=2
  - cs_africa targetShare=0.01 actualShare=0.00999999 targetPop=239001 actualPop=239001 countriesPlaced=1
  - se_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - med_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - central_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - wnw_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - north_europe targetShare=0.008 actualShare=0.008 targetPop=191201 actualPop=191201 countriesPlaced=1
  - mesoamerica targetShare=0.1 actualShare=0.1 targetPop=2390012 actualPop=2390012 countriesPlaced=10
  - andes targetShare=0.065 actualShare=0.065 targetPop=1553507 actualPop=1553507 countriesPlaced=7
  - e_na targetShare=0.07 actualShare=0.07 targetPop=1673008 actualPop=1673008 countriesPlaced=7
  - w_na targetShare=0.078 actualShare=0.078 targetPop=1864209 actualPop=1864209 countriesPlaced=8
  - caribbean targetShare=0.013 actualShare=0.0125522 targetPop=310701 actualPop=300000 countriesPlaced=1
  - oceania targetShare=0.021 actualShare=0.021 targetPop=501902 actualPop=501902 countriesPlaced=2
worldsim_cli seed=5 config=C:\WS\WorldSimulation10028\data\sim_config.toml hash=642001439d893198 start=-5000 end=2025 gpu=0
🏛️ Tansurnal Tribe changed from Tribal to Chiefdom
🛣️ South tankasea Kingdom built roads to New tantanchi Kingdom (141 pixels)
🛣️ Kingdom of Great chiofizuu Kingdom built roads to New barbelum Kingdom (83 pixels)
🛣️ Empire of Old ofizubaru built roads to South ngobarchiara Kingdom (171 pixels)
🛣️ New tantanchi Kingdom built roads to New ofisetanara Kingdom (144 pixels)
🛣️ Old lormarland Tribe built roads to Kingdom of Marbelia (53 pixels)
🛣️ Empire of Old ofizubaru built roads to Great mangolama Kingdom (108 pixels)
🛣️ Old sebaru Kingdom built roads to South tankasea Kingdom (132 pixels)
🛣️ New tantanchi Kingdom built roads to Ofizua Kingdom (192 pixels)
🛣️ Empire of South sechichia built roads to Great zuzuseene Kingdom (96 pixels)
🛣️ Empire of North ofichiene built roads to New lamsengoa Kingdom (216 pixels)
🛣️ Empire of Old ofizubaru built roads to Great kasea Tribe (108 pixels)
🛣️ Great zuzuseene Kingdom built roads to Empire of Kakachiu (82 pixels)
🛣️ Empire of South chitanene built roads to South ngobarchiara Kingdom (72 pixels)
🛣️ South tankasea Kingdom built roads to New tantanchi Kingdom (143 pixels)
🛣️ New lamsengoa Kingdom built roads to Empire of Old ofizubaru (96 pixels)
🛣️ Solsolzenstan Kingdom built roads to Kingdom of South solgargrad (72 pixels)
🛣️ South tankasea Kingdom built roads to Ofizua Kingdom (60 pixels)
🛣️ Old sebaru Kingdom built roads to Great barseene Kingdom (132 pixels)
🛣️ Great kasea Tribe built roads to South eshashar Kingdom (201 pixels)
🛣️ Great barseene Kingdom built roads to Empire of South chitanene (120 pixels)
🛣️ Empire of Old ofizubaru built roads to South ngobarchiara Kingdom (171 pixels)
🛣️ Empire of Kakachiu built roads to Empire of New barchia (106 pixels)
🛣️ New tantanchi Kingdom built roads to Empire of Kakachiu (86 pixels)
🛣️ New lamsengoa Kingdom built roads to Empire of South chitanene (158 pixels)
🛣️ Empire of South chitanene built roads to Empire of Old ofizubaru (216 pixels)
🛣️ Kingdom of South solgargrad built roads to Empire of New ranbellor (45 pixels)
🛣️ North tanmau Kingdom built roads to New tantanchi Kingdom (102 pixels)
🛣️ Great barseene Kingdom built roads to South tankasea Kingdom (204 pixels)
🛣️ North tanmau Kingdom built roads to South tankasea Kingdom (36 pixels)
🛣️ New lamsengoa Kingdom built roads to Great chisemaa Kingdom (240 pixels)
