seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,771.985,False,False,42,1644,65,Kingdom of South mixxocchi,39,Universities,120,Copper Smelting,-285,61,New sellenburg,5821,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_1,
2,True,0,698.749,False,False,35,1764,65,Kingdom of Old calnahan,32,Civil Service,120,Copper Smelting,-616,123,Kingdom of South belashad,5725,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_2,
3,True,0,731.904,False,False,39,1930,49,Old kaofizua Kingdom,32,Civil Service,120,Copper Smelting,-1679,19,Kingdom of Great qinrenhanshan,5770,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_3,
4,True,0,729.143,False,False,28,-191,221,Empire of North ofingoara Kingdom,12,Shipbuilding,120,Copper Smelting,437,32,Kingdom of North eshbartam,5493,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_4,
5,True,0,747.767,False,False,27,-2252,48,Empire of Great chichichi,19,Alphabet,120,Copper Smelting,-198,170,Kingdom of Eshsamkalar,5718,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_5,
6,True,0,577.732,False,False,32,2018,193,Kingdom of Lambaru Kingdom,21,Drama and Poetry,120,Copper Smelting,-1035,151,Rombeldorburg Tribe,4997,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_6,
7,True,0,725.665,False,False,28,-877,266,North tanzu Kingdom,12,Shipbuilding,120,Copper Smelting,-359,199,North kalur Kingdom,5407,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_7,
8,True,0,690.826,False,False,28,437,174,Kingdom of North soldusgrad,15,Currency,120,Copper Smelting,1271,133,Kingdom of Great ashtam,5748,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_8,
9,True,0,786.396,False,False,29,1894,49,Kingdom of Great ofibarene Kingdom,11,Writing,120,Copper Smelting,-774,33,Great ararurad Tribe,5725,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_9,
10,True,0,716.171,False,False,29,2007,291,Empire of Old ofisetana,19,Alphabet,120,Copper Smelting,-1063,34,Kingdom of New barbelurad,5783,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_10,
11,True,0,631.571,False,False,29,1874,48,Kingdom of Old lamka Kingdom,12,Shipbuilding,120,Copper Smelting,122,60,Kingdom of Old belbelia,5407,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_11,
12,True,0,763.506,False,False,28,-1139,48,Old tansea Kingdom,12,Shipbuilding,120,Copper Smelting,-956,38,New eshtamad Tribe,5667,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_12,
13,True,0,775.508,False,False,28,-1043,9,Kingdom of New dramitsurpur Kingdom,15,Currency,120,Copper Smelting,-686,34,Kingdom of New eshbar,5779,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_13,
14,True,0,772.172,False,False,30,2005,345,South chizubar Kingdom,21,Drama and Poetry,120,Copper Smelting,166,249,Kingdom of Shasurnal,5627,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_14,
15,True,0,749.468,False,False,28,1144,48,Kingdom of South tanma Kingdom,12,Shipbuilding,120,Copper Smelting,-282,110,Kingdom of Old garbelland,5798,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_15,
16,True,0,690.368,False,False,41,1602,66,Kingdom of Calteoyucco,32,Civil Service,120,Copper Smelting,369,13,Kingdom of Old kanvarkannagar,5785,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v3/seed_16,
