year,event_type,country_index,country_name,country_culture,tech_id,tech_name,total_unlocked_techs
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,100,Cordage and Knots,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,101,Hide Working and Tailored Clothing,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,102,Hafted Stone Tools,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,105,Food Preservation,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,106,Storage Pits and Containers,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,107,Seasonal Aggregation Camps,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,110,Dog Domestication,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,111,Grinding Stones,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,112,Proto-cultivation,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,113,Sedentism,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,114,Enclosures and Herd Management,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,115,Counting Tokens and Tallies,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,116,Charcoal Firing,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,1,Pottery,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,2,Animal Husbandry,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,4,Mining,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,20,Agriculture,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,3,Archery,19
-5000,initial,0,New shasurmitpur Tribe,Indic Riverine,6,Calendar,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,100,Cordage and Knots,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,101,Hide Working and Tailored Clothing,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,102,Hafted Stone Tools,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,105,Food Preservation,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,106,Storage Pits and Containers,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,107,Seasonal Aggregation Camps,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,110,Dog Domestication,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,111,Grinding Stones,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,112,Proto-cultivation,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,113,Sedentism,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,114,Enclosures and Herd Management,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,115,Counting Tokens and Tallies,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,116,Charcoal Firing,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,1,Pottery,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,2,Animal Husbandry,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,4,Mining,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,20,Agriculture,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,3,Archery,19
-5000,initial,1,South kantanpur Tribe,Indic Riverine,6,Calendar,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,100,Cordage and Knots,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,101,Hide Working and Tailored Clothing,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,102,Hafted Stone Tools,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,105,Food Preservation,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,106,Storage Pits and Containers,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,107,Seasonal Aggregation Camps,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,110,Dog Domestication,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,111,Grinding Stones,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,112,Proto-cultivation,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,113,Sedentism,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,114,Enclosures and Herd Management,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,115,Counting Tokens and Tallies,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,116,Charcoal Firing,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,1,Pottery,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,2,Animal Husbandry,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,4,Mining,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,20,Agriculture,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,3,Archery,19
-5000,initial,2,North ratannagar Tribe,Indic Riverine,6,Calendar,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,100,Cordage and Knots,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,101,Hide Working and Tailored Clothing,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,102,Hafted Stone Tools,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,105,Food Preservation,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,106,Storage Pits and Containers,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,107,Seasonal Aggregation Camps,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,110,Dog Domestication,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,111,Grinding Stones,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,112,Proto-cultivation,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,113,Sedentism,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,114,Enclosures and Herd Management,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,115,Counting Tokens and Tallies,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,116,Charcoal Firing,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,1,Pottery,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,2,Animal Husbandry,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,4,Mining,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,20,Agriculture,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,3,Archery,19
-5000,initial,3,Old tanmitpur Tribe,Indic Riverine,6,Calendar,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,100,Cordage and Knots,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,101,Hide Working and Tailored Clothing,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,102,Hafted Stone Tools,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,105,Food Preservation,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,106,Storage Pits and Containers,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,107,Seasonal Aggregation Camps,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,110,Dog Domestication,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,111,Grinding Stones,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,112,Proto-cultivation,19
-5000,initial,4,Great kankan Tribe,Indic Riverine,113,Sedentism,19
