🏪 Trade & Economic Exchange Framework initialized!
🚀 INITIALIZING RESOURCES (Optimized)...
✅ RESOURCES INITIALIZED in 270 ms
   Resource ingestion: coal=18834, copper=30078, tin=14335, clay=18632, riverland-cells=18632
[SpawnInit] worldPopTarget=23900115 startYear=-5000
[StartTech] Applied regional presets at startYear=-5000 countries=100
  - south_asia: countries=14 techIds=1,2,3,4,6,20,115
  - east_asia: countries=14 techIds=1,2,3,4,6,20,115
  - west_asia: countries=11 techIds=1,2,3,4,6,10,20,115,119
  - se_asia: countries=6 techIds=1,2,3,5,6,20
  - cn_asia: countries=3 techIds=2,3,4,6
  - nile_ne_africa: countries=2 techIds=1,2,3,6,10,20,115
  - north_africa: countries=1 techIds=1,2,3,4,6,20,115
  - west_africa: countries=2 techIds=1,3,4,6,20
  - east_africa: countries=2 techIds=1,3,4,6,20
  - cs_africa: countries=1 techIds=1,3,4,6
  - se_europe: countries=2 techIds=1,2,3,4,6,20,115,119
  - med_europe: countries=2 techIds=1,2,3,4,5,6,20,115
  - central_europe: countries=2 techIds=1,2,3,4,6,20
  - wnw_europe: countries=2 techIds=1,3,4,6,20
  - north_europe: countries=1 techIds=3,4,6
  - mesoamerica: countries=10 techIds=1,3,6,20
  - andes: countries=7 techIds=1,3,4,6,20
  - e_na: countries=7 techIds=3,4,6
  - w_na: countries=8 techIds=3,4,6
  - caribbean: countries=1 techIds=3,5,6
  - oceania: countries=2 techIds=3,5,6
[SpawnInit] Region summary
  - south_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - east_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - west_asia targetShare=0.11 actualShare=0.11 targetPop=2629013 actualPop=2629013 countriesPlaced=11
  - se_asia targetShare=0.06 actualShare=0.06 targetPop=1434007 actualPop=1434007 countriesPlaced=6
  - cn_asia targetShare=0.033 actualShare=0.033 targetPop=788704 actualPop=788704 countriesPlaced=3
  - nile_ne_africa targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - north_africa targetShare=0.013 actualShare=0.0125522 targetPop=310702 actualPop=300000 countriesPlaced=1
  - west_africa targetShare=0.016 actualShare=0.0168955 targetPop=382402 actualPop=403805 countriesPlaced=2
  - east_africa targetShare=0.017 actualShare=0.017 targetPop=406302 actualPop=406302 countriesPlaced=2
  - cs_africa targetShare=0.01 actualShare=0.00999999 targetPop=239001 actualPop=239001 countriesPlaced=1
  - se_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - med_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - central_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - wnw_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - north_europe targetShare=0.008 actualShare=0.008 targetPop=191201 actualPop=191201 countriesPlaced=1
  - mesoamerica targetShare=0.1 actualShare=0.1 targetPop=2390012 actualPop=2390012 countriesPlaced=10
  - andes targetShare=0.065 actualShare=0.065 targetPop=1553507 actualPop=1553507 countriesPlaced=7
  - e_na targetShare=0.07 actualShare=0.07 targetPop=1673008 actualPop=1673008 countriesPlaced=7
  - w_na targetShare=0.078 actualShare=0.078 targetPop=1864209 actualPop=1864209 countriesPlaced=8
  - caribbean targetShare=0.013 actualShare=0.0125522 targetPop=310701 actualPop=300000 countriesPlaced=1
  - oceania targetShare=0.021 actualShare=0.021 targetPop=501902 actualPop=501902 countriesPlaced=2
worldsim_cli seed=5 config=C:\WS\WorldSimulation10028\data\sim_config.toml hash=54e0dacf3399330c start=-5000 end=2025 gpu=0
🏛️ Tansurnal Tribe changed from Tribal to Chiefdom
🏛️ South qoriqori Tribe changed from Tribal to Chiefdom
🏛️ Great rantersolstan Tribe changed from Tribal to Chiefdom
🏛️ Old karlenburg Tribe changed from Chiefdom to Kingdom
🏛️ North marmarvia Tribe changed from Chiefdom to Kingdom
🏛️ North ranlinranland Tribe changed from Chiefdom to Kingdom
🏛️ Great tanradesh Tribe changed from Tribal to Chiefdom
🏛️ Great shakannagar Tribe changed from Chiefdom to Kingdom
🏛️ Great taihantailing Tribe changed from Chiefdom to Kingdom
🏛️ Great dusgarsolstan Tribe changed from Chiefdom to Kingdom
🏛️ Old tanngoene Tribe changed from Tribal to Chiefdom
🏛️ Old kazumaene Tribe changed from Chiefdom to Kingdom
🏛️ Chiofiene Tribe changed from Tribal to City-State
🏛️ Old suyuintirum Tribe changed from Tribal to Chiefdom
🏛️ South nagaria Tribe changed from Chiefdom to Kingdom
🏛️ New quisoldusia Tribe changed from Chiefdom to Kingdom
🏛️ Great kindusia Tribe changed from Chiefdom to Kingdom
🏛️ Great rantersolstan Tribe changed from Chiefdom to Kingdom
🏛️ Belquinastan Tribe changed from Tribal to Chiefdom
🏛️ Old vivarpur Tribe changed from Tribal to Chiefdom
🏛️ Old hanlilinguo Tribe changed from Tribal to Chiefdom
🏛️ Great viasollinia Tribe changed from Tribal to Chiefdom
🏛️ Great lornaia Tribe changed from Chiefdom to Kingdom
🏛️ Tolcal Tribe changed from Chiefdom to Kingdom
🏛️ New xiarenguo Tribe changed from Chiefdom to Kingdom
🏛️ Old itztemmixco Tribe changed from Tribal to Chiefdom
🏛️ Great tamninar Tribe changed from Tribal to Chiefdom
🏛️ Old tansurnagar Tribe changed from Tribal to City-State
🏛️ Weizhoshan Tribe changed from Chiefdom to Kingdom
🏛️ Old hanlilinguo Tribe changed from Chiefdom to Kingdom
🏛️ Old hanlinling Tribe changed from Chiefdom to Kingdom
🏛️ North ashsam Tribe changed from Tribal to City-State
🏛️ New alvenromia Tribe changed from Tribal to City-State
🏛️ Old toltemyuctan Tribe changed from Tribal to Chiefdom
🏛️ Old kuskusintia Tribe changed from Tribal to Chiefdom
🏛️ South tupayakusmarca Tribe changed from Tribal to Chiefdom
🏛️ Old itztemmixco Tribe changed from Chiefdom to Kingdom
🏛️ New tanravar Tribe changed from Chiefdom to Kingdom
🏛️ Great ashtamum Tribe changed from Tribal to Chiefdom
🏛️ Great zutanene Tribe changed from Chiefdom to Kingdom
🏛️ New lamofiofiene Tribe changed from Tribal to Chiefdom
🏛️ Chikase Tribe changed from Tribal to Chiefdom
🏛️ South vendor Tribe changed from Tribal to Chiefdom
🏛️ Old toltemyuctan Tribe changed from Chiefdom to Kingdom
🏛️ South tupayakusmarca Tribe changed from Chiefdom to Kingdom
🏛️ New kirihivaranginui Tribe changed from Chiefdom to Kingdom
🏛️ New ashbelad Tribe changed from Tribal to Chiefdom
🏛️ Great tamninar Tribe changed from Chiefdom to Kingdom
🏛️ Chikase Tribe changed from Chiefdom to Kingdom
🏛️ South qoriqori Tribe changed from Chiefdom to Kingdom
🏛️ Old belgaria Tribe changed from Chiefdom to Kingdom
🏛️ South solvialinstan Tribe changed from Chiefdom to Kingdom
🏛️ Kinbel Tribe changed from Chiefdom to Kingdom
🏛️ Great renxiaqinling Tribe changed from Chiefdom to Kingdom
🏛️ Old qintailing Tribe changed from Tribal to Chiefdom
🏛️ North qinxiazhoguo Tribe changed from Tribal to Chiefdom
🏛️ Great viasollinia Tribe changed from Chiefdom to Kingdom
🏛️ Old solbelsolia Tribe changed from Tribal to Chiefdom
🏛️ Old tarselvenburg Tribe changed from Tribal to Chiefdom
🏛️ Old temxocyuc Tribe changed from Tribal to Chiefdom
🏛️ North temcal Tribe changed from Chiefdom to Kingdom
🏛️ North zhominling Tribe changed from Tribal to Chiefdom
🏛️ New lamofiofiene Tribe changed from Chiefdom to Kingdom
🏛️ South vendor Tribe changed from Chiefdom to Kingdom
🏛️ Old kuskusintia Tribe changed from Chiefdom to Kingdom
🏛️ New ashbelad Tribe changed from Chiefdom to Kingdom
🏛️ South lamtankaa Tribe changed from Chiefdom to Kingdom
🏛️ North zhominling Tribe changed from Chiefdom to Kingdom
🏛️ South calteotan Tribe changed from Tribal to Chiefdom
🏛️ Romlinland Tribe changed from Chiefdom to Kingdom
🏛️ North intiayamarca Tribe changed from Chiefdom to Kingdom
🏛️ Great tanradesh Tribe changed from Chiefdom to Kingdom
🏛️ Old qintailing Tribe changed from Chiefdom to Kingdom
🏛️ Great rangarmarstan Tribe changed from Chiefdom to Kingdom
🏛️ New termar Tribe changed from Chiefdom to Kingdom
🏛️ Great alromkaria Tribe changed from Chiefdom to Kingdom
🏛️ South calteotan Tribe changed from Chiefdom to Kingdom
🏛️ New dusromsolgrad Tribe changed from Chiefdom to Kingdom
🏛️ Old vivarpur Tribe changed from Chiefdom to Kingdom
🏛️ Old tanngoene Tribe changed from Chiefdom to Kingdom
🏛️ Old tarselvenburg Tribe changed from Chiefdom to Kingdom
🏛️ Old itztemitz Tribe changed from Chiefdom to Kingdom
🏛️ South tolmixtempan Tribe changed from Chiefdom to Kingdom
🏛️ Old varkanpur Tribe changed from Chiefdom to Kingdom
🏛️ Great ashtamum Tribe changed from Chiefdom to Kingdom
🏛️ Old temxocyuc Tribe changed from Chiefdom to Kingdom
🏛️ North qinxiazhoguo Tribe changed from Chiefdom to Kingdom
🏛️ South rangihananui Tribe changed from Tribal to Chiefdom
🏛️ New romnordorland Tribe changed from Tribal to Chiefdom
🏛️ North nalnala Tribe changed from Chiefdom to Kingdom
🏛️ North belgarsolia Tribe changed from Chiefdom to Kingdom
🏛️ Great bareshbelan Kingdom changed from Chiefdom to Kingdom
🏛️ New nazen Tribe changed from Chiefdom to Kingdom
🏛️ South rangihananui Tribe changed from Chiefdom to Kingdom
🏛️ New romnordorland Tribe changed from Chiefdom to Kingdom
🏛️ Great viasollinia Tribe changed from Kingdom to Empire
🏛️ Belquinastan Tribe changed from Chiefdom to Kingdom
🏛️ Great zutanene Tribe changed from Kingdom to Empire
🏛️ Old kazumaene Tribe changed from Kingdom to Empire
🏛️ New nalsurvardesh Tribe changed from Kingdom to Empire
🏛️ Great quizenia Kingdom changed from Chiefdom to Kingdom
🏛️ Kingdom of New belnagrad changed from Kingdom to Empire
🏛️ Lorviaranstan Tribe changed from Chiefdom to Kingdom
🏛️ Kingdom of Great lammaofi changed from Kingdom to Empire
🏛️ South samkalum Kingdom changed from Kingdom to Empire
🏛️ Great lornaia Tribe changed from Kingdom to Empire
🏛️ South selamara Kingdom changed from Kingdom to Empire
🛣️ Old varkanpur Tribe built roads to Old tansurnagar Tribe (164 pixels)
🛣️ Great viasollinia Tribe built roads to Kingdom of Old lorbeldusia (27 pixels)
🛣️ Kingdom of Old viazennaia built roads to Terkinland Tribe (51 pixels)
🛣️ North nalnala Tribe built roads to Old tansurnagar Tribe (73 pixels)
🏛️ New kanvivia Tribe changed from Kingdom to Empire
🛣️ Old ngomazuara built roads to South lamkaa Kingdom (120 pixels)
🏛️ Great quivialand Kingdom changed from Kingdom to Empire
🛣️ Kingdom of New belnagrad built roads to New beltervia Tribe (37 pixels)
🛣️ Old seofichia Tribe built roads to Empire of South chiofibara (123 pixels)
🛣️ Old seofichia Tribe built roads to South lamkaa Kingdom (172 pixels)
🛣️ Kinmarsolland Kingdom built roads to Terkinland Tribe (32 pixels)
🛣️ Old ngomazuara built roads to Kingdom of Great lammaofi Kingdom (182 pixels)
🛣️ Kinmarsolland Kingdom built roads to North linsolia Kingdom (72 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to Kingdom of Great lammaofi Kingdom (167 pixels)
🛣️ North seofiofia Tribe built roads to Empire of South chiofibara Kingdom (118 pixels)
🛣️ South lamkaa Kingdom built roads to Kingdom of Great lammaofi Kingdom (70 pixels)
🛣️ Old ngomazuara built roads to North seofiofia Tribe (236 pixels)
🏛️ Empire of South chiofibara Kingdom changed from Kingdom to Empire
🛣️ Empire of South chiofibara Kingdom built roads to Kingdom of Tanngo (361 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to Old seofichia Tribe (108 pixels)
🛣️ South lamkaa Kingdom built roads to Old ngomazuara (75 pixels)
🛣️ Old ngomazuara built roads to Kingdom of Great lammaofi Kingdom (182 pixels)
🛣️ Old seofichia Tribe built roads to South ngotanene Kingdom (207 pixels)
🛣️ South ngotanene Kingdom built roads to South lamkaa Kingdom (120 pixels)
🛣️ Old ngomazuara built roads to North seofiofia Tribe (236 pixels)
🛣️ North seofiofia Tribe built roads to Kingdom of Great lammaofi Kingdom (56 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to South selamara Kingdom (224 pixels)
🛣️ South lamkaa Kingdom built roads to Old seofichia Tribe (180 pixels)
🛣️ South ngotanene Kingdom built roads to South barofi Kingdom (60 pixels)
🛣️ South barofi Kingdom built roads to Old ngomazuara (102 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to Kingdom of Great lammaofi Kingdom (167 pixels)
🛣️ Kingdom of North kanradesh built roads to Empire of South nalvi (72 pixels)
🛣️ Great temtemnahco Tribe built roads to South calteotan Tribe (62 pixels)
🛣️ Old seofichia Tribe built roads to Empire of South chiofibara Kingdom (123 pixels)
🛣️ South lamkaa Kingdom built roads to South barofi Kingdom (79 pixels)
🛣️ Old kazumaene Tribe built roads to Kingdom of North kase (108 pixels)
🛣️ Tantanu Kingdom built roads to Empire of South chiofibara Kingdom (184 pixels)
🛣️ Old seofichia Tribe built roads to Kingdom of Great lammaofi Kingdom (108 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to Kingdom of Tanngo (361 pixels)
🛣️ New chiofiara Tribe built roads to Old kazumaene Tribe (96 pixels)
🛣️ South ngotanene Kingdom built roads to New mazua Kingdom (252 pixels)
🛣️ Tantanu Kingdom built roads to Kingdom of Tanngo (248 pixels)
🛣️ New mazua Kingdom built roads to Old seofichia Tribe (118 pixels)
🛣️ Kingdom of North kanradesh built roads to Empire of Vidrarapur (42 pixels)
🛣️ South lamkaa Kingdom built roads to Kingdom of Great lammaofi Kingdom (70 pixels)
🛣️ Old seofichia Kingdom built roads to South ngotanene Kingdom (207 pixels)
🛣️ New chiofiara Tribe built roads to New barzuene Kingdom (60 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to Old chiofilamara Kingdom (84 pixels)
🛣️ Old kazumaene Tribe built roads to Kingdom of Great tanbarngou (98 pixels)
🛣️ New mazua Kingdom built roads to Tantanu Kingdom (72 pixels)
🛣️ New chiofiara Tribe built roads to Great ngolama Kingdom (69 pixels)
🛣️ South ngotanene Kingdom built roads to South lamkaa Kingdom (120 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to North seofiofia Tribe (118 pixels)
🛣️ South lamkaa Kingdom built roads to Tanngoara Tribe (75 pixels)
🛣️ New mazua Kingdom built roads to South barofikaene Kingdom (227 pixels)
🛣️ South barofi Kingdom built roads to South barofikaene Kingdom (132 pixels)
🛣️ Old chiofilamara Kingdom built roads to South lamkaa Kingdom (60 pixels)
🛣️ Old seofichia Kingdom built roads to Tantanu Kingdom (96 pixels)
🛣️ Tantanu Kingdom built roads to South selamara Kingdom (192 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to New barsamum Kingdom (45 pixels)
🛣️ Old chiofilamara Kingdom built roads to Old seofichia Kingdom (144 pixels)
🛣️ Old kazumaene Tribe built roads to North zuofiseara Kingdom (72 pixels)
🛣️ South lamkaa Kingdom built roads to South barofi Kingdom (79 pixels)
🛣️ South ngotanene Kingdom built roads to Old seofichia Kingdom (228 pixels)
🛣️ New mazua Kingdom built roads to Old seofichia Kingdom (118 pixels)
🛣️ South barofikaene Kingdom built roads to South ngotanene Kingdom (72 pixels)
🛣️ Old zulamtanara Kingdom built roads to Kingdom of Great lammaofi Kingdom (116 pixels)
🛣️ North chingoene Kingdom built roads to Old kazumaene Tribe (108 pixels)
🛣️ South barofikaene Kingdom built roads to Tanzukaa Kingdom (288 pixels)
🛣️ South lamkaa Kingdom built roads to Mamabarara Kingdom (132 pixels)
🛣️ South ngotanene Kingdom built roads to South barofi Kingdom (60 pixels)
🛣️ Old seofichia Kingdom built roads to Kingdom of Great lammaofi Kingdom (108 pixels)
🛣️ South barofi Kingdom built roads to Mangotanene Tribe (102 pixels)
🏛️ Kinmarsolland Kingdom changed from Kingdom to Empire
🛣️ New mazua Kingdom built roads to South ngotanene Kingdom (182 pixels)
🛣️ Old zulamtanara Kingdom built roads to Old seofichia Kingdom (84 pixels)
🛣️ Old temcalmixan built roads to Kingdom of Great chiteoitz (51 pixels)
🛣️ Old kazumaene Tribe built roads to New barzuene Kingdom (96 pixels)
🛣️ South ngotanene Kingdom built roads to Old chiofilamara Kingdom (84 pixels)
🛣️ Old chiofilamara Kingdom built roads to Old zulamtanara Kingdom (60 pixels)
🛣️ Tantanu Kingdom built roads to Kingdom of Tanngo (248 pixels)
🛣️ Old seofichia Kingdom built roads to Tantanu Kingdom (96 pixels)
🛣️ North chingoene Kingdom built roads to New barzuene Kingdom (84 pixels)
🛣️ Tanzukaa Kingdom built roads to New mazua Kingdom (108 pixels)
🛣️ Ofingobar Kingdom built roads to Old seofichia Kingdom (165 pixels)
🛣️ Empire of South chiofibara Kingdom built roads to Kingdom of Great lammaofi Kingdom (167 pixels)
