🏪 Trade & Economic Exchange Framework initialized!
🚀 INITIALIZING RESOURCES (Optimized)...
✅ RESOURCES INITIALIZED in 332 ms
   Resource ingestion: coal=18834, copper=30078, tin=14335, clay=18632, riverland-cells=18632
[SpawnInit] worldPopTarget=23900115 startYear=-5000
[StartTech] Applied regional presets at startYear=-5000 countries=100
  - south_asia: countries=14 techIds=1,2,3,4,6,20,115
  - east_asia: countries=14 techIds=1,2,3,4,6,20,115
  - west_asia: countries=11 techIds=1,2,3,4,6,10,20,115,119
  - se_asia: countries=6 techIds=1,2,3,5,6,20
  - cn_asia: countries=3 techIds=2,3,4,6
  - nile_ne_africa: countries=2 techIds=1,2,3,6,10,20,115
  - north_africa: countries=1 techIds=1,2,3,4,6,20,115
  - west_africa: countries=2 techIds=1,3,4,6,20
  - east_africa: countries=2 techIds=1,3,4,6,20
  - cs_africa: countries=1 techIds=1,3,4,6
  - se_europe: countries=2 techIds=1,2,3,4,6,20,115,119
  - med_europe: countries=2 techIds=1,2,3,4,5,6,20,115
  - central_europe: countries=2 techIds=1,2,3,4,6,20
  - wnw_europe: countries=2 techIds=1,3,4,6,20
  - north_europe: countries=1 techIds=3,4,6
  - mesoamerica: countries=10 techIds=1,3,6,20
  - andes: countries=7 techIds=1,3,4,6,20
  - e_na: countries=7 techIds=3,4,6
  - w_na: countries=8 techIds=3,4,6
  - caribbean: countries=1 techIds=3,5,6
  - oceania: countries=2 techIds=3,5,6
[SpawnInit] Region summary
  - south_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - east_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - west_asia targetShare=0.11 actualShare=0.11 targetPop=2629013 actualPop=2629013 countriesPlaced=11
  - se_asia targetShare=0.06 actualShare=0.06 targetPop=1434007 actualPop=1434007 countriesPlaced=6
  - cn_asia targetShare=0.033 actualShare=0.033 targetPop=788704 actualPop=788704 countriesPlaced=3
  - nile_ne_africa targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - north_africa targetShare=0.013 actualShare=0.0125522 targetPop=310702 actualPop=300000 countriesPlaced=1
  - west_africa targetShare=0.016 actualShare=0.0168955 targetPop=382402 actualPop=403805 countriesPlaced=2
  - east_africa targetShare=0.017 actualShare=0.017 targetPop=406302 actualPop=406302 countriesPlaced=2
  - cs_africa targetShare=0.01 actualShare=0.00999999 targetPop=239001 actualPop=239001 countriesPlaced=1
  - se_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - med_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - central_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - wnw_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - north_europe targetShare=0.008 actualShare=0.008 targetPop=191201 actualPop=191201 countriesPlaced=1
  - mesoamerica targetShare=0.1 actualShare=0.1 targetPop=2390012 actualPop=2390012 countriesPlaced=10
  - andes targetShare=0.065 actualShare=0.065 targetPop=1553507 actualPop=1553507 countriesPlaced=7
  - e_na targetShare=0.07 actualShare=0.07 targetPop=1673008 actualPop=1673008 countriesPlaced=7
  - w_na targetShare=0.078 actualShare=0.078 targetPop=1864209 actualPop=1864209 countriesPlaced=8
  - caribbean targetShare=0.013 actualShare=0.0125522 targetPop=310701 actualPop=300000 countriesPlaced=1
  - oceania targetShare=0.021 actualShare=0.021 targetPop=501902 actualPop=501902 countriesPlaced=2
worldsim_cli seed=5 config=C:\WS\WorldSimulation10028\data\sim_config.toml hash=642001439d893198 start=-5000 end=2025 gpu=0
🏛️ Tansurnal Tribe changed from Tribal to Chiefdom
🛣️ Kingdom of Ofikachia Kingdom built roads to Empire of Great zumakau (167 pixels)
🛣️ North zuofiseara Kingdom built roads to Kingdom of Ofikachia Kingdom (154 pixels)
🛣️ North tanofiara Tribe built roads to North tankaa Kingdom (86 pixels)
🛣️ New barzulamara Kingdom built roads to Kingdom of Ofikachia Kingdom (180 pixels)
🛣️ Selamngoa Kingdom built roads to South seofingoene Kingdom (60 pixels)
🛣️ South seofingoene Kingdom built roads to North zuofiseara Kingdom (60 pixels)
🛣️ Great zutanene Tribe built roads to Great kaltamar Kingdom (128 pixels)
🛣️ Kingdom of Ofikachia Kingdom built roads to New tanchi Kingdom (164 pixels)
🛣️ New sesea Kingdom built roads to North tanofiara Tribe (106 pixels)
🛣️ Mamabarara Kingdom built roads to New ofibaru Kingdom (84 pixels)
🛣️ Empire of South ngotanene built roads to Old lamchi Kingdom (117 pixels)
🛣️ Kingdom of Ofikachia Kingdom built roads to Empire of Old barlamse (123 pixels)
🛣️ New barzulamara Kingdom built roads to Barlam Kingdom (96 pixels)
🛣️ Empire of New kalamtanene built roads to Ngoofika Kingdom (132 pixels)
🛣️ New sesea Kingdom built roads to Great malamchiu Kingdom (180 pixels)
🛣️ Kingdom of Old ngongo Kingdom built roads to Great mangolama Kingdom (199 pixels)
🛣️ Great lambarseene Kingdom built roads to New sesea Kingdom (72 pixels)
🛣️ North zuofiseara Kingdom built roads to Empire of North ofiofingoara (86 pixels)
🛣️ Great zutanene Tribe built roads to North setanchiu Kingdom (84 pixels)
🛣️ New ofibaru Kingdom built roads to Barlam Kingdom (108 pixels)
🛣️ New sesea Kingdom built roads to North tankaa Kingdom (120 pixels)
🛣️ Great lambarseene Kingdom built roads to Mamabarara Kingdom (128 pixels)
🏛️ New kase Kingdom changed from Kingdom to Empire
🛣️ Mamabarara Kingdom built roads to New barzulamara Kingdom (120 pixels)
🛣️ Empire of South ngotanene built roads to Kingdom of Old tanmaara (112 pixels)
🛣️ New ofibaru Kingdom built roads to New barzulamara Kingdom (36 pixels)
🛣️ Ngoofika Kingdom built roads to New ofibaru Kingdom (144 pixels)
🛣️ Mamabarara Kingdom built roads to New sesea Kingdom (144 pixels)
🛣️ North zuofiseara Kingdom built roads to Selamngoa Kingdom (120 pixels)
🛣️ New sesea Kingdom built roads to North tanofiara Tribe (106 pixels)
🛣️ New barzulamara Kingdom built roads to North sengozuu Kingdom (108 pixels)
🛣️ Great lambarseene Kingdom built roads to Ngoofika Kingdom (164 pixels)
🛣️ New ofibaru Kingdom built roads to Empire of Old seofiu (108 pixels)
🛣️ New sesea Kingdom built roads to North setana Kingdom (156 pixels)
🛣️ Kingdom of Old ngongo Kingdom built roads to North sengozuu Kingdom (264 pixels)
🛣️ Ngoofika Kingdom built roads to Mamabarara Kingdom (108 pixels)
🛣️ New barzulamara Kingdom built roads to Kingdom of Great kango (180 pixels)
🛣️ Great zutanene Kingdom built roads to North zubarchia Kingdom (132 pixels)
🛣️ Empire of South ngotanene built roads to Kingdom of New sebaru (72 pixels)
🛣️ Old zukaofi Kingdom built roads to Empire of South ngotanene (120 pixels)
🛣️ New ofibaru Kingdom built roads to Mamabarara Kingdom (84 pixels)
🛣️ Kingdom of Great kango Kingdom built roads to Kazubar Kingdom (96 pixels)
🛣️ Kingdom of North temtemteo Kingdom built roads to Great llaqpacha Kingdom (80 pixels)
🛣️ North zuofiseara Kingdom built roads to Kingdom of Great kango Kingdom (154 pixels)
🛣️ Mamabarara Kingdom built roads to North setana Kingdom (84 pixels)
🛣️ Empire of Barma built roads to Kingdom of South ngoofitanara (132 pixels)
🛣️ Old ngokakaara Kingdom built roads to North zuofiseara Kingdom (60 pixels)
🛣️ Kazubar Kingdom built roads to Old ngokakaara Kingdom (48 pixels)
🛣️ Old zukaofi Kingdom built roads to New barzuene Kingdom (108 pixels)
🛣️ Chingoa Kingdom built roads to North sengozuu Kingdom (60 pixels)
🛣️ New barzulamara Kingdom built roads to Barlam Kingdom (96 pixels)
🛣️ Great zutanene Kingdom built roads to Great kalbeltamad Kingdom (156 pixels)
🛣️ Empire of Barma built roads to New barzuene Kingdom (155 pixels)
🛣️ Mamabarara Kingdom built roads to Old tanbarzu Kingdom (36 pixels)
🛣️ Great itzxoctempan built roads to North mixtoltolpan (51 pixels)
🛣️ New sesea Kingdom built roads to New sekangou Kingdom (144 pixels)
🛣️ South zuseara Kingdom built roads to Empire of Zuka (180 pixels)
🛣️ Great chilamka Kingdom built roads to New ofibaru Kingdom (84 pixels)
🛣️ Ngoofika Kingdom built roads to New ofibaru Kingdom (144 pixels)
🛣️ South seofingoene Kingdom built roads to Old ngokakaara Kingdom (48 pixels)
🛣️ Great lambarseene Kingdom built roads to South zuseara Kingdom (92 pixels)
🛣️ Kingdom of North temtemteo Kingdom built roads to North mixtoltolpan (28 pixels)
🛣️ New ofibaru Kingdom built roads to Barlam Kingdom (108 pixels)
🛣️ Old zukaofi Kingdom built roads to Old lamchi Kingdom (76 pixels)
🛣️ North yucnahitzco Kingdom built roads to Kingdom of North temtemteo Kingdom (49 pixels)
🛣️ Selamngoa Kingdom built roads to Old ngokakaara Kingdom (60 pixels)
🛣️ North zuofiseara Kingdom built roads to Empire of North ofiofingoara (86 pixels)
🛣️ Great chilamka Kingdom built roads to Mamabarara Kingdom (72 pixels)
🛣️ Empire of Barma built roads to North tanofiara Tribe (110 pixels)
🛣️ Mamabarara Kingdom built roads to South zuseara Kingdom (108 pixels)
🛣️ South zuseara Kingdom built roads to Ngoofika Kingdom (72 pixels)
🛣️ North yucnahitzco Kingdom built roads to Old llaqintiyu Kingdom (180 pixels)
🛣️ New barzulamara Kingdom built roads to New ofibaru Kingdom (36 pixels)
🛣️ New sesea Kingdom built roads to Old tanbarzu Kingdom (108 pixels)
🛣️ Chingoa Kingdom built roads to New barzulamara Kingdom (72 pixels)
🛣️ Ngoofika Kingdom built roads to Empire of Old kamalamara (132 pixels)
🛣️ North yucnahitzco Kingdom built roads to Great llaqpacha Kingdom (115 pixels)
🛣️ Kingdom of Sezuu Kingdom built roads to Great selama Kingdom (180 pixels)
🛣️ New ofibaru Kingdom built roads to Empire of Great lamseseara (108 pixels)
🛣️ Great chilamka Kingdom built roads to Ngoofika Kingdom (60 pixels)
🏛️ South nuirangitamoa Kingdom changed from Kingdom to Empire
🛣️ Barlam Kingdom built roads to New barngoma Kingdom (48 pixels)
🛣️ New barzulamara Kingdom built roads to Barlam Kingdom (96 pixels)
🛣️ Kingdom of Old romviagrad built roads to Empire of North garvianagrad (45 pixels)
🛣️ New ofibaru Kingdom built roads to Mamabarara Kingdom (84 pixels)
🛣️ North zuofiseara Kingdom built roads to Kazubar Kingdom (84 pixels)
🛣️ Kingdom of Old romviagrad built roads to Kingdom of Old lorranland (60 pixels)
🛣️ North yucnahitzco Kingdom built roads to Old sumllaq Kingdom (132 pixels)
🛣️ Kingdom of North teomixnahco built roads to South calteotan Tribe (51 pixels)
🛣️ Kingdom of Sezuu Kingdom built roads to Great zutanene Kingdom (132 pixels)
🛣️ Mamabarara Kingdom built roads to South tanmalamara Kingdom (84 pixels)
🛣️ New barzulamara Kingdom built roads to New ofibaru Kingdom (36 pixels)
🛣️ North zuofiseara Kingdom built roads to Seofia Tribe (60 pixels)
🛣️ Chingoa Kingdom built roads to North chiselamu Kingdom (96 pixels)
🛣️ Kingdom of Old romviagrad built roads to Great belvialand Kingdom (43 pixels)
🛣️ Ngoofika Kingdom built roads to Empire of New sengoene Kingdom (144 pixels)
🛣️ Kingdom of North temtemteo Kingdom built roads to North mixtoltolpan (28 pixels)
🛣️ Kingdom of Old sekau Kingdom built roads to Empire of North ofiofingoara (117 pixels)
🛣️ New barngoma Kingdom built roads to Kingdom of Old sekau Kingdom (108 pixels)
🛣️ North mixtolteopan Kingdom built roads to Kingdom of North temtemteo Kingdom (28 pixels)
🛣️ Empire of New sengoene Kingdom built roads to Great kabar Kingdom (132 pixels)
🛣️ North yucnahitzco Kingdom built roads to North mixtolteopan Kingdom (25 pixels)
🛣️ North zuofiseara Kingdom built roads to South seofingoene Kingdom (60 pixels)
🛣️ Empire of North ofiofingoara built roads to Setanu Kingdom (96 pixels)
🛣️ Kingdom of North teomixnahco built roads to Kingdom of South yuccal (28 pixels)
🛣️ New barzulamara Kingdom built roads to North sengozuu Kingdom (108 pixels)
🛣️ Great kabar Kingdom built roads to Empire of Old chingoa (120 pixels)
🛣️ Ngoofika Kingdom built roads to Empire of Old chingoa (132 pixels)
🛣️ North tanofiara Tribe built roads to North setana Kingdom (86 pixels)
🛣️ Kingdom of Marbelia built roads to South quinaland Tribe (52 pixels)
🛣️ Kingdom of Old sekau Kingdom built roads to Empire of Old tanmaka (167 pixels)
🛣️ Chingoa Kingdom built roads to North setana Kingdom (84 pixels)
🛣️ Old ngokakaara Kingdom built roads to Setanu Kingdom (72 pixels)
🛣️ Kingdom of Old sekau Kingdom built roads to Empire of Sengose (164 pixels)
🛣️ Kazubar Kingdom built roads to Setanu Kingdom (48 pixels)
🛣️ Great kabar Kingdom built roads to Ngoofika Kingdom (60 pixels)
🛣️ North yucnahitzco Kingdom built roads to Empire of South rumsumayamarca (180 pixels)
🛣️ New barzulamara Kingdom built roads to North chiselamu Kingdom (96 pixels)
🛣️ Setanu Kingdom built roads to Kingdom of Old sekau Kingdom (95 pixels)
🛣️ New barngoma Kingdom built roads to Kingdom of Old sekau Kingdom (108 pixels)
🛣️ North zuofiseara Kingdom built roads to Empire of North ofiofingoara (86 pixels)
🛣️ New sesea Kingdom built roads to South selamene Tribe (108 pixels)
🛣️ Setanu Kingdom built roads to North zuofiseara Kingdom (60 pixels)
🛣️ North tanofiara Tribe built roads to South selamene Tribe (74 pixels)
🛣️ Barlam Kingdom built roads to North zuzubar Kingdom (108 pixels)
🛣️ New barzulamara Kingdom built roads to Mamabarara Kingdom (48 pixels)
🛣️ Ngoofika Kingdom built roads to Mamabarara Kingdom (108 pixels)
🛣️ Great xocmixxocpan Kingdom built roads to North yucnahitzco Kingdom (56 pixels)
🛣️ North yucnahitzco Kingdom built roads to Great llaqpacha Kingdom (115 pixels)
🛣️ Kingdom of Old sekau Kingdom built roads to Empire of South ofitanu (123 pixels)
🛣️ Great zutanene Kingdom built roads to Beleshashar Kingdom (59 pixels)
🛣️ New barngoma Kingdom built roads to Empire of Sengose (100 pixels)
🛣️ North zuzubar Kingdom built roads to Empire of North kabara (60 pixels)
🛣️ North mixtolteopan Kingdom built roads to Teoyucyucpan Kingdom (7 pixels)
🛣️ New barngoma Kingdom built roads to Empire of South ofitanu (117 pixels)
🛣️ New barzulamara Kingdom built roads to North setana Kingdom (36 pixels)
🛣️ Empire of Sengose built roads to Great zutanene Kingdom (28 pixels)
🛣️ North zuofiseara Kingdom built roads to Kazubar Kingdom (84 pixels)
🛣️ North tanofiara Tribe built roads to North barbarofiara Kingdom (86 pixels)
🛣️ Ngoofika Kingdom built roads to Great chilamka Kingdom (60 pixels)
🛣️ North yucnahitzco Kingdom built roads to Old sumllaq Kingdom (132 pixels)
🛣️ Ngoofika Kingdom built roads to Empire of New sengoene Kingdom (144 pixels)
🛣️ North zuzubar Kingdom built roads to North sengozuu Kingdom (96 pixels)
🛣️ Kingdom of North temtemteo Kingdom built roads to North mixtoltolpan (28 pixels)
🛣️ Kingdom of Old sekau Kingdom built roads to Barlam Kingdom (108 pixels)
🛣️ Teoyucyucpan Kingdom built roads to Kingdom of North temtemteo Kingdom (6 pixels)
🛣️ Mamabarara Kingdom built roads to North masemaara Kingdom (72 pixels)
🛣️ Empire of Sengose built roads to Empire of Old tanmaka (29 pixels)
🛣️ New barngoma Kingdom built roads to Barlam Kingdom (48 pixels)
🛣️ New barzulamara Kingdom built roads to Chingoa Kingdom (72 pixels)
🛣️ Viarankinstan Kingdom built roads to Kingdom of South tanvidrapur (245 pixels)
🛣️ North zuzubar Kingdom built roads to New barzulamara Kingdom (60 pixels)
🛣️ Great chilamka Kingdom built roads to North masemaara Kingdom (72 pixels)
🛣️ Great xocmixxocpan Kingdom built roads to North yucnahitzco Kingdom (56 pixels)
🛣️ Ngoofika Kingdom built roads to Empire of South kabarmau (132 pixels)
🛣️ North masemaara Kingdom built roads to Ngoofika Kingdom (60 pixels)
🛣️ South zuseara Kingdom built roads to North masemaara Kingdom (36 pixels)
🛣️ North yucnahitzco Kingdom built roads to North mixtolteopan Kingdom (25 pixels)
🛣️ New barngoma Kingdom built roads to Empire of North kabara (96 pixels)
🛣️ Mixtolan Kingdom built roads to Empire of South rumsumayamarca (108 pixels)
🛣️ Empire of Sengose built roads to Empire of South ofitanu (40 pixels)
🛣️ Viarankinstan Kingdom built roads to New kanvarvinagar Kingdom (249 pixels)
🛣️ North zuofiseara Kingdom built roads to Seofia Tribe (60 pixels)
🛣️ Mixtolan Kingdom built roads to North yucnahitzco Kingdom (83 pixels)
🛣️ Kingdom of Great zulam Kingdom built roads to Kazubar Kingdom (96 pixels)
🛣️ New barzulamara Kingdom built roads to Old tanbarzu Kingdom (60 pixels)
🛣️ North zuzubar Kingdom built roads to New barngoma Kingdom (60 pixels)
🛣️ Empire of Sengose built roads to Kangobarara Kingdom (35 pixels)
🛣️ Great xocmixxocpan Kingdom built roads to Mixtolan Kingdom (84 pixels)
🛣️ Empire of South sebar Kingdom built roads to Great chilamka Kingdom (60 pixels)
🛣️ North zuofiseara Kingdom built roads to South seofingoene Kingdom (60 pixels)
🛣️ New barngoma Kingdom built roads to Kingdom of Old mamachiara (96 pixels)
🛣️ Empire of New sengoene Kingdom built roads to Sezuara Kingdom (120 pixels)
🛣️ Viarankinstan Kingdom built roads to New kandranagar Kingdom (165 pixels)
🛣️ Empire of Sengose built roads to Empire of North kabara (78 pixels)
🛣️ Great zutanene Kingdom built roads to South sambel Kingdom (88 pixels)
🛣️ Mixtolan Kingdom built roads to Kingdom of Great kussumyu (204 pixels)
🛣️ Kingdom of Old mamachiara built roads to South tanmalamara Kingdom (36 pixels)
🛣️ Mixtolan Kingdom built roads to Empire of South rumsumayamarca (108 pixels)
🛣️ Old chichichian Kingdom built roads to Empire of South rumsumayamarca (120 pixels)
🛣️ Empire of South zuma built roads to Old ngokakaara Kingdom (60 pixels)
🛣️ Empire of South sebar Kingdom built roads to South zuseara Kingdom (72 pixels)
🛣️ Empire of Sengose built roads to Empire of Barngoseara (54 pixels)
🛣️ North nahcalnah Kingdom built roads to Great xocmixxocpan Kingdom (73 pixels)
🛣️ Empire of South sebar Kingdom built roads to Great kabar Kingdom (60 pixels)
🛣️ Mixtolan Kingdom built roads to North yucnahitzco Kingdom (83 pixels)
🛣️ Old chichichian Kingdom built roads to Kingdom of Great kussumyu (120 pixels)
🛣️ Great xocmixxocpan Kingdom built roads to North yucnahitzco Kingdom (56 pixels)
🛣️ Empire of Old tanmaka built roads to South eshashar Kingdom (84 pixels)
🛣️ Empire of South sebar Kingdom built roads to Sezuara Kingdom (72 pixels)
🛣️ Old chichichian Kingdom built roads to Mixtolan Kingdom (84 pixels)
🛣️ North nahcalnah Kingdom built roads to Mixtolan Kingdom (36 pixels)
🛣️ Great xocmixxocpan Kingdom built roads to Mixtolan Kingdom (84 pixels)
🛣️ Empire of Old tanmaka built roads to Empire of South ofitanu (12 pixels)
🛣️ Old chichichian Kingdom built roads to North nahcalnah Kingdom (60 pixels)
🛣️ South tolxocpan Kingdom built roads to Kingdom of Great kussumyu (120 pixels)
🛣️ Empire of South sebar Kingdom built roads to Empire of New sengoene Kingdom (144 pixels)
🛣️ Seofia Tribe built roads to Kingdom of North ngolamzuara (36 pixels)
🛣️ Terlor Kingdom built roads to Kingdom of Marbelia Kingdom (28 pixels)
🛣️ Kingdom of Marbelia Kingdom built roads to South quinaland Tribe (52 pixels)
🛣️ South zuseara Kingdom built roads to Great ofilamkau Kingdom (48 pixels)
🛣️ North masemaara Kingdom built roads to Great ofilamkau Kingdom (36 pixels)
🛣️ South tolxocpan Kingdom built roads to South intiayaqorina Kingdom (132 pixels)
🛣️ Old chichichian Kingdom built roads to Empire of South ayapachpachyu (120 pixels)
🛣️ Empire of South sebar Kingdom built roads to Empire of Old ofingo (132 pixels)
🛣️ Kingdom of Old dusmarnagrad built roads to South dusmarland Kingdom (35 pixels)
🛣️ Kingdom of New itzitztan Kingdom built roads to Great pachrumrum Kingdom (120 pixels)
🛣️ Old chichichian Kingdom built roads to Kingdom of Great kussumyu (120 pixels)
🛣️ Kingdom of Great viabelgrad built roads to Kingdom of Old dusmarnagrad (37 pixels)
🛣️ South calteotan Tribe built roads to Kingdom of Old yucnahtan (64 pixels)
🛣️ Mixtolan Kingdom built roads to Great pachrumrum Kingdom (96 pixels)
🛣️ South dusmarland Kingdom built roads to Kingdom of Great viabelgrad (55 pixels)
🛣️ Empire of South sebar Kingdom built roads to Great chilamka Kingdom (60 pixels)
🛣️ South calteotan Tribe built roads to Kingdom of Xocyuccalan (18 pixels)
🛣️ South tolxocpan Kingdom built roads to Old chichichian Kingdom (72 pixels)
🛣️ Empire of New sengoene Kingdom built roads to Old chiofingoa Kingdom (132 pixels)
🛣️ Great chilamka Kingdom built roads to Old chiofingoa Kingdom (72 pixels)
🛣️ Old chichichian Kingdom built roads to Mixtolan Kingdom (84 pixels)
🛣️ Kingdom of South ngongoa built roads to Kingdom of New ofitana (56 pixels)
🛣️ Empire of South sebar Kingdom built roads to Empire of New sengoene Kingdom (144 pixels)
🛣️ Old chiofingoa Kingdom built roads to Empire of North zuzuchiu (120 pixels)
🛣️ Old chichichian Kingdom built roads to North nahcalnah Kingdom (60 pixels)
🛣️ Kingdom of South ngongoa built roads to North zulama Kingdom (36 pixels)
🛣️ Empire of Old kinlorstan built roads to Old ternalorgrad Kingdom (60 pixels)
🛣️ Empire of South sebar Kingdom built roads to Empire of Ofiofitana (132 pixels)
🛣️ Kingdom of Marbelia Kingdom built roads to Empire of Old kinlorstan (52 pixels)
🛣️ Terlor Kingdom built roads to Old ternalorgrad Kingdom (48 pixels)
🛣️ Old chiofingoa Kingdom built roads to Empire of South sebar Kingdom (36 pixels)
🛣️ Kingdom of Marbelia Kingdom built roads to Terlor Kingdom (34 pixels)
🛣️ New xocteoyucpan Kingdom built roads to South intiayaqorina Kingdom (84 pixels)
🛣️ South tolxocpan Kingdom built roads to Kingdom of Old pachpachrummarca (120 pixels)
🛣️ Kingdom of Marbelia Kingdom built roads to Old ternalorgrad Kingdom (38 pixels)
🛣️ Empire of South sebar Kingdom built roads to Great chilamka Kingdom (60 pixels)
🛣️ Empire of South sebar Kingdom built roads to South zuseara Kingdom (72 pixels)
🛣️ New xocteoyucpan Kingdom built roads to South tolxocpan Kingdom (72 pixels)
🛣️ South tolxocpan Kingdom built roads to South intiayaqorina Kingdom (132 pixels)
🛣️ Empire of South sebar Kingdom built roads to Empire of Chiseene (60 pixels)
🛣️ South tolxocpan Kingdom built roads to Old chichichian Kingdom (72 pixels)
🛣️ Empire of South sebar Kingdom built roads to Empire of New zumazuu (60 pixels)
🛣️ Empire of South sebar Kingdom built roads to Sezuara Kingdom (72 pixels)
🛣️ North nahcalnah Kingdom built roads to Great pachrumrum Kingdom (36 pixels)
🛣️ Empire of South sebar Kingdom built roads to Great ofilamkau Kingdom (48 pixels)
🛣️ Kingdom of New yucteocalan built roads to Great pachrumrum Kingdom (84 pixels)
🛣️ Empire of North kabara Kingdom built roads to Empire of Old mangozuu (60 pixels)
🛣️ Empire of North kabara Kingdom built roads to Empire of Zutanchiene (24 pixels)
🛣️ Empire of North kabara Kingdom built roads to Empire of New zuofia (72 pixels)
🛣️ Kingdom of North taraltaria built roads to Kingdom of Great belbel (84 pixels)
🛣️ Kingdom of South albeldoria built roads to Kingdom of Great belbel (72 pixels)
🛣️ Kingdom of South albeldoria built roads to Kingdom of North selnornor (48 pixels)
🛣️ Kingdom of North taraltaria built roads to Kingdom of North selnornor (36 pixels)
🛣️ Kingdom of South albeldoria built roads to Kingdom of North lenselselum (36 pixels)
🛣️ Kingdom of North karvenromia built roads to Kingdom of Great belbel (36 pixels)
🛣️ Kingdom of South albeldoria built roads to Kingdom of Old dorbeltar (60 pixels)
🛣️ Kingdom of North taraltaria built roads to Kingdom of North karvenromia (48 pixels)
🛣️ Kingdom of North karvenromia built roads to Kingdom of North selnornor (68 pixels)
🛣️ Kingdom of South albeldoria built roads to Kingdom of North karvenromia (36 pixels)
🛣️ Kingdom of North karvenromia built roads to Kingdom of South karkarromland (75 pixels)
🛣️ Kingdom of North karvenromia built roads to Kingdom of Old dorbeltar (24 pixels)
🛣️ Kingdom of Great belbel built roads to Kingdom of Great alkaral (96 pixels)
🛣️ Kingdom of Great belbel built roads to Kingdom of Tarvenia (86 pixels)
🛣️ Kingdom of Great belbel built roads to Kingdom of Old dorbeltar (36 pixels)
🛣️ Kingdom of Great drakannala built roads to Kingdom of Old vishakan Kingdom (36 pixels)
🛣️ Kingdom of Great drakannala built roads to Kingdom of South nalrapur (108 pixels)
Wrote C:\WS\WorldSimulation10028\out\seed_max_tech_final32_latest_v2\seed_5\run_summary.json, C:\WS\WorldSimulation10028\out\seed_max_tech_final32_latest_v2\seed_5\timeseries.csv, C:\WS\WorldSimulation10028\out\seed_max_tech_final32_latest_v2\seed_5\run_meta.json, C:\WS\WorldSimulation10028\out\seed_max_tech_final32_latest_v2\seed_5\violations.json
COMMAND:
/mnt/c/WS/WorldSimulation10028/out/cmake/release/bin/worldsim_cli.exe --seed 5 --config C:\WS\WorldSimulation10028\data\sim_config.toml --startYear -5000 --endYear 2025 --checkpointEveryYears 1000 --outDir C:\WS\WorldSimulation10028\out\seed_max_tech_final32_latest_v2\seed_5 --techUnlockLog C:\WS\WorldSimulation10028\out\seed_max_tech_final32_latest_v2\seed_5\tech_unlocks.csv --techUnlockLogIncludeInitial 0 --useGPU 0

