seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,767.678,False,False,46,1430,49,Empire of Old ofitan,46,Printing Press,120,Copper Smelting,-672,147,Arkaleshan Tribe,6022,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_1,
2,True,0,719.626,False,False,40,1998,65,Great toltemnah,36,Printing,120,Copper Smelting,-2270,166,New tamsamum Kingdom,5773,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_2,
3,True,0,683.258,False,False,43,1879,181,Kingdom of Ofimangoa Kingdom,34,Banking,120,Copper Smelting,-1096,171,North samkalkalar,5567,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_3,
4,True,0,721.177,False,False,28,679,217,Kingdom of New lammamaa Kingdom,12,Shipbuilding,120,Copper Smelting,291,32,Kingdom of Great arkalbarad,5327,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_4,
5,True,0,768.524,False,False,43,2012,238,Lamzua Kingdom,40,Astronomy,120,Copper Smelting,-935,37,Kingdom of Old barbarsamum,5532,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_5,
6,True,0,636.949,False,False,33,1921,70,Republic of Kingdom of Great itzchitan,30,Education,120,Copper Smelting,694,215,New urkaltamum Kingdom,5528,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_6,
7,True,0,726.436,False,False,36,1855,70,North yuctolco,30,Education,120,Copper Smelting,-137,38,Kingdom of North nineshar,5507,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_7,
8,True,0,661.128,False,False,28,1477,49,Kingdom of Great zulam Kingdom,12,Shipbuilding,120,Copper Smelting,-1031,141,Empire of New suyurumna,5758,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_8,
9,True,0,775.944,False,False,28,1022,49,Empire of North kamaene Kingdom,15,Currency,120,Copper Smelting,-2061,128,Kingdom of Sambelan,5796,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_9,
10,True,0,718.078,False,False,48,1765,340,Republic of North lamngoka,26,Compass,120,Copper Smelting,-2567,34,Great arninar Tribe,5851,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_10,
11,True,0,613.943,False,False,30,566,48,Kingdom of North bartanka,30,Education,120,Copper Smelting,-715,81,Kingdom of New tuppach,5285,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_11,
12,True,0,739.091,False,False,28,-500,49,Kingdom of South chizuzu,12,Shipbuilding,120,Copper Smelting,-712,38,Kingdom of Great belsamninar,5497,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_12,
13,True,0,760.569,False,False,28,274,150,Kingdom of South kangozua Kingdom,15,Currency,120,Copper Smelting,-179,114,Kingdom of South barninan,5844,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_13,
14,True,0,762.141,False,False,43,1970,185,North lamngongou Kingdom,36,Printing,120,Copper Smelting,-2293,31,North ashtamashar Tribe,5734,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_14,
15,True,0,726.626,False,False,28,1240,48,Kachia Kingdom,12,Shipbuilding,120,Copper Smelting,-1201,131,Belbelalum Tribe,5846,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_15,
16,True,0,712.592,False,False,47,1912,66,Republic of Kingdom of Great xoctem,49,Scientific Method,120,Copper Smelting,-819,107,Kingdom of North hanqintaishan,5742,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v18/seed_16,
