🏪 Trade & Economic Exchange Framework initialized!
🚀 INITIALIZING RESOURCES (Optimized)...
✅ RESOURCES INITIALIZED in 358 ms
   Resource ingestion: coal=18834, copper=30078, tin=14335, clay=18632, riverland-cells=18632
[SpawnInit] worldPopTarget=23900115 startYear=-5000
[StartTech] Applied regional presets at startYear=-5000 countries=100
  - south_asia: countries=14 techIds=1,2,3,4,6,20,115
  - east_asia: countries=14 techIds=1,2,3,4,6,20,115
  - west_asia: countries=11 techIds=1,2,3,4,6,10,20,115,119
  - se_asia: countries=6 techIds=1,2,3,5,6,20
  - cn_asia: countries=3 techIds=2,3,4,6
  - nile_ne_africa: countries=2 techIds=1,2,3,6,10,20,115
  - north_africa: countries=1 techIds=1,2,3,4,6,20,115
  - west_africa: countries=2 techIds=1,3,4,6,20
  - east_africa: countries=2 techIds=1,3,4,6,20
  - cs_africa: countries=1 techIds=1,3,4,6
  - se_europe: countries=2 techIds=1,2,3,4,6,20,115,119
  - med_europe: countries=2 techIds=1,2,3,4,5,6,20,115
  - central_europe: countries=2 techIds=1,2,3,4,6,20
  - wnw_europe: countries=2 techIds=1,3,4,6,20
  - north_europe: countries=1 techIds=3,4,6
  - mesoamerica: countries=10 techIds=1,3,6,20
  - andes: countries=7 techIds=1,3,4,6,20
  - e_na: countries=7 techIds=3,4,6
  - w_na: countries=8 techIds=3,4,6
  - caribbean: countries=1 techIds=3,5,6
  - oceania: countries=2 techIds=3,5,6
[SpawnInit] Region summary
  - south_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - east_asia targetShare=0.145 actualShare=0.145 targetPop=3465517 actualPop=3465517 countriesPlaced=14
  - west_asia targetShare=0.11 actualShare=0.11 targetPop=2629013 actualPop=2629013 countriesPlaced=11
  - se_asia targetShare=0.06 actualShare=0.06 targetPop=1434007 actualPop=1434007 countriesPlaced=6
  - cn_asia targetShare=0.033 actualShare=0.033 targetPop=788704 actualPop=788704 countriesPlaced=3
  - nile_ne_africa targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - north_africa targetShare=0.013 actualShare=0.0125522 targetPop=310702 actualPop=300000 countriesPlaced=1
  - west_africa targetShare=0.016 actualShare=0.0168955 targetPop=382402 actualPop=403805 countriesPlaced=2
  - east_africa targetShare=0.017 actualShare=0.017 targetPop=406302 actualPop=406302 countriesPlaced=2
  - cs_africa targetShare=0.01 actualShare=0.00999999 targetPop=239001 actualPop=239001 countriesPlaced=1
  - se_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - med_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - central_europe targetShare=0.02 actualShare=0.02 targetPop=478002 actualPop=478002 countriesPlaced=2
  - wnw_europe targetShare=0.018 actualShare=0.018 targetPop=430202 actualPop=430202 countriesPlaced=2
  - north_europe targetShare=0.008 actualShare=0.008 targetPop=191201 actualPop=191201 countriesPlaced=1
  - mesoamerica targetShare=0.1 actualShare=0.1 targetPop=2390012 actualPop=2390012 countriesPlaced=10
  - andes targetShare=0.065 actualShare=0.065 targetPop=1553507 actualPop=1553507 countriesPlaced=7
  - e_na targetShare=0.07 actualShare=0.07 targetPop=1673008 actualPop=1673008 countriesPlaced=7
  - w_na targetShare=0.078 actualShare=0.078 targetPop=1864209 actualPop=1864209 countriesPlaced=8
  - caribbean targetShare=0.013 actualShare=0.0125522 targetPop=310701 actualPop=300000 countriesPlaced=1
  - oceania targetShare=0.021 actualShare=0.021 targetPop=501902 actualPop=501902 countriesPlaced=2
worldsim_cli seed=5 config=C:\WS\WorldSimulation10028\data\sim_config.toml hash=54e0dacf3399330c start=-5000 end=2025 gpu=0
🏛️ Tansurnal Tribe changed from Tribal to Chiefdom
🏛️ South qoriqori Tribe changed from Tribal to Chiefdom
🏛️ Great rantersolstan Tribe changed from Tribal to Chiefdom
🏛️ Old karlenburg Tribe changed from Chiefdom to Kingdom
🏛️ North marmarvia Tribe changed from Chiefdom to Kingdom
🏛️ North ranlinranland Tribe changed from Chiefdom to Kingdom
🏛️ Great tanradesh Tribe changed from Tribal to Chiefdom
🏛️ Great shakannagar Tribe changed from Chiefdom to Kingdom
🏛️ Great taihantailing Tribe changed from Chiefdom to Kingdom
🏛️ Great dusgarsolstan Tribe changed from Chiefdom to Kingdom
🏛️ Old tanngoene Tribe changed from Tribal to Chiefdom
🏛️ Old kazumaene Tribe changed from Chiefdom to Kingdom
🏛️ Chiofiene Tribe changed from Tribal to City-State
🏛️ Old suyuintirum Tribe changed from Tribal to Chiefdom
🏛️ South nagaria Tribe changed from Chiefdom to Kingdom
🏛️ New quisoldusia Tribe changed from Chiefdom to Kingdom
🏛️ Great kindusia Tribe changed from Chiefdom to Kingdom
🏛️ Great rantersolstan Tribe changed from Chiefdom to Kingdom
🏛️ Belquinastan Tribe changed from Tribal to Chiefdom
🏛️ Old vivarpur Tribe changed from Tribal to Chiefdom
🏛️ Old hanlilinguo Tribe changed from Tribal to Chiefdom
🏛️ Great viasollinia Tribe changed from Tribal to Chiefdom
🏛️ Great lornaia Tribe changed from Chiefdom to Kingdom
🏛️ Tolcal Tribe changed from Chiefdom to Kingdom
🏛️ New xiarenguo Tribe changed from Chiefdom to Kingdom
🏛️ Old itztemmixco Tribe changed from Tribal to Chiefdom
🏛️ Great tamninar Tribe changed from Tribal to Chiefdom
🏛️ Old tansurnagar Tribe changed from Tribal to City-State
🏛️ Weizhoshan Tribe changed from Chiefdom to Kingdom
🏛️ Old hanlilinguo Tribe changed from Chiefdom to Kingdom
🏛️ Old hanlinling Tribe changed from Chiefdom to Kingdom
🏛️ North ashsam Tribe changed from Tribal to City-State
🏛️ New alvenromia Tribe changed from Tribal to City-State
🏛️ Old toltemyuctan Tribe changed from Tribal to Chiefdom
🏛️ Old kuskusintia Tribe changed from Tribal to Chiefdom
🏛️ South tupayakusmarca Tribe changed from Tribal to Chiefdom
🏛️ Old itztemmixco Tribe changed from Chiefdom to Kingdom
🏛️ New tanravar Tribe changed from Chiefdom to Kingdom
🏛️ Great ashtamum Tribe changed from Tribal to Chiefdom
🏛️ Great zutanene Tribe changed from Chiefdom to Kingdom
🏛️ New lamofiofiene Tribe changed from Tribal to Chiefdom
🏛️ Chikase Tribe changed from Tribal to Chiefdom
🏛️ South vendor Tribe changed from Tribal to Chiefdom
🏛️ Old toltemyuctan Tribe changed from Chiefdom to Kingdom
🏛️ South tupayakusmarca Tribe changed from Chiefdom to Kingdom
🏛️ New kirihivaranginui Tribe changed from Chiefdom to Kingdom
🏛️ New ashbelad Tribe changed from Tribal to Chiefdom
🏛️ Great tamninar Tribe changed from Chiefdom to Kingdom
🏛️ Chikase Tribe changed from Chiefdom to Kingdom
🏛️ South qoriqori Tribe changed from Chiefdom to Kingdom
🏛️ Old belgaria Tribe changed from Chiefdom to Kingdom
🏛️ South solvialinstan Tribe changed from Chiefdom to Kingdom
🏛️ Kinbel Tribe changed from Chiefdom to Kingdom
🏛️ Great renxiaqinling Tribe changed from Chiefdom to Kingdom
🏛️ Old qintailing Tribe changed from Tribal to Chiefdom
🏛️ North qinxiazhoguo Tribe changed from Tribal to Chiefdom
🏛️ Great viasollinia Tribe changed from Chiefdom to Kingdom
🏛️ Old solbelsolia Tribe changed from Tribal to Chiefdom
🏛️ Old tarselvenburg Tribe changed from Tribal to Chiefdom
🏛️ Old temxocyuc Tribe changed from Tribal to Chiefdom
🏛️ North temcal Tribe changed from Chiefdom to Kingdom
🏛️ North zhominling Tribe changed from Tribal to Chiefdom
🏛️ New lamofiofiene Tribe changed from Chiefdom to Kingdom
🏛️ South vendor Tribe changed from Chiefdom to Kingdom
🏛️ Old kuskusintia Tribe changed from Chiefdom to Kingdom
🏛️ New ashbelad Tribe changed from Chiefdom to Kingdom
🏛️ South lamtankaa Tribe changed from Chiefdom to Kingdom
🏛️ North zhominling Tribe changed from Chiefdom to Kingdom
🏛️ South calteotan Tribe changed from Tribal to Chiefdom
🏛️ Romlinland Tribe changed from Chiefdom to Kingdom
🏛️ North intiayamarca Tribe changed from Chiefdom to Kingdom
🏛️ Great tanradesh Tribe changed from Chiefdom to Kingdom
🏛️ Old qintailing Tribe changed from Chiefdom to Kingdom
🏛️ Great rangarmarstan Tribe changed from Chiefdom to Kingdom
🏛️ New termar Tribe changed from Chiefdom to Kingdom
🏛️ Great alromkaria Tribe changed from Chiefdom to Kingdom
🏛️ South calteotan Tribe changed from Chiefdom to Kingdom
🏛️ New dusromsolgrad Tribe changed from Chiefdom to Kingdom
🏛️ Old vivarpur Tribe changed from Chiefdom to Kingdom
🏛️ Old tanngoene Tribe changed from Chiefdom to Kingdom
🏛️ Old tarselvenburg Tribe changed from Chiefdom to Kingdom
🏛️ Old itztemitz Tribe changed from Chiefdom to Kingdom
🏛️ South tolmixtempan Tribe changed from Chiefdom to Kingdom
🏛️ Old varkanpur Tribe changed from Chiefdom to Kingdom
🏛️ Great ashtamum Tribe changed from Chiefdom to Kingdom
🏛️ Old temxocyuc Tribe changed from Chiefdom to Kingdom
🏛️ North qinxiazhoguo Tribe changed from Chiefdom to Kingdom
🏛️ South rangihananui Tribe changed from Tribal to Chiefdom
🏛️ New romnordorland Tribe changed from Tribal to Chiefdom
🏛️ North nalnala Tribe changed from Chiefdom to Kingdom
🏛️ North belgarsolia Tribe changed from Chiefdom to Kingdom
🏛️ Great bareshbelan Kingdom changed from Chiefdom to Kingdom
🏛️ New nazen Tribe changed from Chiefdom to Kingdom
🗡️💀 South vendor Tribe COMPLETELY ANNIHILATES New alvenromia Tribe!
   📊 Absorbed 108932 people and 480 territory!
🏛️ South rangihananui Tribe changed from Chiefdom to Kingdom
🏛️ New romnordorland Tribe changed from Chiefdom to Kingdom
🏛️ Great viasollinia Tribe changed from Kingdom to Empire
🏛️ South makau Kingdom changed from Kingdom to Empire
🏛️ Great zutanene Tribe changed from Kingdom to Empire
🏛️ Old kazumaene Tribe changed from Kingdom to Empire
🏛️ North ranmarland Tribe changed from Chiefdom to Kingdom
🏛️ North terdusia Kingdom changed from Chiefdom to Kingdom
🏛️ North romter Tribe changed from Chiefdom to Kingdom
🏛️ Kingdom of New dratandranagar changed from Kingdom to Empire
🏛️ Old belrom Tribe changed from Kingdom to Empire
🏛️ New belninsamad Tribe changed from Chiefdom to Kingdom
🏛️ Kingdom of Great lammaofi changed from Kingdom to Empire
🏛️ Great lornaia Tribe changed from Kingdom to Empire
🏛️ South ayatupna Tribe changed from Chiefdom to Kingdom
🛣️ Great viasollinia Tribe built roads to Kingdom of Old lorbeldusia (27 pixels)
🏛️ New kanvivia Tribe changed from Kingdom to Empire
🛣️ Great chibara built roads to Kingdom of Chimakaara (36 pixels)
🛣️ Great chibara built roads to Great chiseara Tribe (72 pixels)
🛣️ Kingdom of Chimakaara built roads to Great chiseara Tribe (60 pixels)
🛣️ Great chibara built roads to Kingdom of Great lammaofi (182 pixels)
🛣️ Sekaara Kingdom built roads to Kingdom of Great lammaofi (78 pixels)
🛣️ Great chiseara Tribe built roads to Sekaara Kingdom (60 pixels)
🛣️ Barmazu Tribe built roads to Kingdom of Great lammaofi (103 pixels)
🛣️ Great chibara built roads to Kingdom of Great lammaofi (182 pixels)
🛣️ Old varkanpur Tribe built roads to North shavivinagar Tribe (206 pixels)
🛣️ Empire of Great machilamara built roads to Kingdom of Great lammaofi (167 pixels)
🛣️ Kingdom of Great lammaofi built roads to New kango Tribe (156 pixels)
🛣️ Great chibara built roads to Kingdom of Chimakaara (36 pixels)
🛣️ Sekaara Kingdom built roads to Great chibara (80 pixels)
🛣️ New kango Tribe built roads to Empire of Great machilamara (107 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to Kingdom of New belarsamar (148 pixels)
🛣️ North nalnala Tribe built roads to North viradrapur Tribe (91 pixels)
🛣️ Barmazu Kingdom built roads to Sekaara Kingdom (96 pixels)
🛣️ South teoxoctol Tribe built roads to Kingdom of Old tolnahtolan (62 pixels)
🏛️ South taixiazhoguo Kingdom changed from Kingdom to Empire
🛣️ Great chibara built roads to Great chiseara Tribe (72 pixels)
🛣️ South mangoma Kingdom built roads to Barmazu Kingdom (96 pixels)
🛣️ South mangoma Kingdom built roads to Sekaara Kingdom (120 pixels)
🛣️ North nalnala Tribe built roads to Kingdom of South ramitnagar (50 pixels)
🛣️ New kango Tribe built roads to Barmazu Kingdom (128 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to New ursamar Kingdom (125 pixels)
🛣️ Barmazu Kingdom built roads to Kingdom of Great lammaofi Kingdom (103 pixels)
🛣️ Empire of North chizulamara built roads to Kingdom of New tantankaene (108 pixels)
🛣️ North nalnala Tribe built roads to Old nalkansurpur Tribe (32 pixels)
🛣️ Barmazu Kingdom built roads to North lamtankaara Tribe (96 pixels)
🛣️ New chilamma Tribe built roads to Empire of North chizulamara (108 pixels)
🛣️ South mangoma Kingdom built roads to Great lamselamene Kingdom (168 pixels)
🛣️ New kango Tribe built roads to Empire of Great machilamara Kingdom (107 pixels)
🛣️ Empire of North chizulamara built roads to Kingdom of Great chichichiene (98 pixels)
🛣️ Great lamselamene Kingdom built roads to Barmazu Kingdom (192 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to South matankaene Kingdom (190 pixels)
🛣️ New chilamma Tribe built roads to Great chimau Kingdom (84 pixels)
🛣️ New kango Tribe built roads to Kingdom of Great lammaofi Kingdom (156 pixels)
🛣️ Empire of North chizulamara built roads to New tankachi Kingdom (132 pixels)
🛣️ New chilamma Tribe built roads to New ofilam Kingdom (36 pixels)
🛣️ Great lamselamene Kingdom built roads to New kango Tribe (97 pixels)
🛣️ New kango Tribe built roads to South matankaene Kingdom (196 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to South ashurashar Kingdom (72 pixels)
🛣️ Great lamselamene Kingdom built roads to New ngoofikaene Kingdom (132 pixels)
🛣️ Great zulamlama Kingdom built roads to Empire of North chizulamara (120 pixels)
🛣️ South ngozubarene Kingdom built roads to South mangoma Kingdom (168 pixels)
🛣️ Great lamselamene Kingdom built roads to Barmazu Kingdom (192 pixels)
🛣️ New kango Tribe built roads to Empire of Great machilamara Kingdom (107 pixels)
🛣️ Empire of North chizulamara built roads to Kingdom of New tantankaene (108 pixels)
🛣️ South mangoma Kingdom built roads to Barmazu Kingdom (96 pixels)
🛣️ Empire of Great machilamara Kingdom built roads to Great tanchiara Kingdom (142 pixels)
🛣️ Kingdom of Great lammaofi Kingdom built roads to Great tanchiara Kingdom (108 pixels)
🛣️ New chilamma Tribe built roads to Empire of North chizulamara (108 pixels)
🛣️ Great zulamlama Kingdom built roads to New tankachi Kingdom (108 pixels)
🛣️ Barmazu Kingdom built roads to Great tanchiara Kingdom (72 pixels)
🛣️ South kakachia Kingdom built roads to South mangoma Kingdom (84 pixels)
🛣️ South mangoma Kingdom built roads to Ofizua Tribe (120 pixels)
🛣️ South solbelzengrad Tribe built roads to Ramitvi Kingdom (192 pixels)
🛣️ South calteoxoctan built roads to Kingdom of Old nahitztem (51 pixels)
🛣️ North ofibar Kingdom built roads to New chilamma Tribe (108 pixels)
🛣️ Empire of North quinaloria built roads to South lorromzenia Tribe (37 pixels)
🛣️ Great tanchiara Kingdom built roads to New kango Tribe (56 pixels)
🛣️ Empire of North chizulamara built roads to Kingdom of Great chichichiene (98 pixels)
🛣️ South ngozubarene Kingdom built roads to Great lamselamene Kingdom (120 pixels)
🛣️ Great lamselamene Kingdom built roads to New kango Tribe (97 pixels)
🛣️ Empire of North chizulamara built roads to New tankachi Kingdom (132 pixels)
🛣️ South kakachia Kingdom built roads to South ngozubarene Kingdom (84 pixels)
🛣️ South mangoma Kingdom built roads to Great lamselamene Kingdom (168 pixels)
🛣️ New kango Tribe built roads to South matankaene Kingdom (196 pixels)
🛣️ Great tanchiara Kingdom built roads to Great lamselamene Kingdom (120 pixels)
🛣️ South solbelzengrad Tribe built roads to Kingdom of North dusgarland (83 pixels)
🛣️ New chilamma Tribe built roads to Kingdom of New tanzulamu (84 pixels)
🛣️ Great zulamlama Kingdom built roads to Old ngomabarara Kingdom (72 pixels)
🛣️ New kango Tribe built roads to New ngoofikaene Kingdom (196 pixels)
🛣️ Malamene Kingdom built roads to North ngozuu Tribe (204 pixels)
🛣️ South ngozubarene Kingdom built roads to North ofibar Kingdom (101 pixels)
🛣️ Great lamselamene Kingdom built roads to New ngoofikaene Kingdom (132 pixels)
🛣️ North ofibar Kingdom built roads to South chichia Kingdom (84 pixels)
🏛️ South solbelzengrad Tribe changed from Kingdom to Empire
🛣️ Empire of North barchiara built roads to Kingdom of Great chichichiene (86 pixels)
🛣️ Old sebaru Kingdom built roads to South kakachia Kingdom (84 pixels)
🛣️ Empire of South barofibara built roads to New ofilam Kingdom (72 pixels)
🛣️ Great lamselamene Kingdom built roads to Old zuzu Kingdom (72 pixels)
🛣️ North ofimabarene Kingdom built roads to North ofibar Kingdom (72 pixels)
🛣️ South kakachia Kingdom built roads to South mangoma Kingdom (84 pixels)
🛣️ South mangoma Kingdom built roads to Barmazu Kingdom (96 pixels)
