seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,730.144,False,False,45,1923,65,Republic of Kingdom of South calxocpan,40,Astronomy,120,Copper Smelting,-1722,148,New ururad Tribe,5616,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_1,
2,True,0,727.647,False,False,37,1937,65,Republic of Great itzxocco,39,Universities,120,Copper Smelting,-1444,31,Kingdom of Barashad,5525,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_2,
3,True,0,692.217,False,False,40,1730,49,Kingdom of Ofimau Kingdom,31,Acoustics,120,Copper Smelting,-215,102,South minqinweizhou,5788,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_3,
4,True,0,723.386,False,False,28,-928,230,New barchi Kingdom,12,Shipbuilding,120,Copper Smelting,405,32,Kingdom of Great arashan,5434,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_4,
5,True,0,757.812,False,False,37,672,48,Empire of Great machilamara Kingdom,31,Acoustics,120,Copper Smelting,515,29,Kingdom of North arasharan,5630,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_5,
6,True,0,629.919,False,False,28,42,49,Kingdom of Barchingo Kingdom,12,Shipbuilding,120,Copper Smelting,789,56,Kingdom of Old lenbeltar,5572,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_6,
7,True,0,720.720,False,False,28,817,70,Kingdom of Xocyucteoco,109,Long-distance Exchange Networks,120,Copper Smelting,-65,1,Kingdom of South tanravarnagar,5479,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_7,
8,True,0,659.024,False,False,28,137,16,Kingdom of South weiweishan Kingdom,15,Currency,120,Copper Smelting,-1198,108,Kingdom of Great doralia,5631,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_8,
9,True,0,768.573,False,False,28,-1429,49,South barbarmaara Tribe,109,Long-distance Exchange Networks,120,Copper Smelting,-1255,127,New tamurum Kingdom,5695,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_9,
10,True,0,715.436,False,False,28,115,48,Kingdom of North chikasea Kingdom,12,Shipbuilding,120,Copper Smelting,-1491,32,North bartamarad Tribe,5855,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_10,
11,True,0,615.699,False,False,28,-1835,1,Old ravimita,12,Shipbuilding,120,Copper Smelting,149,60,Kingdom of North alrom,5490,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_11,
12,True,0,738.037,False,False,44,1825,49,Republic of Kingdom of Seka,35,Markets,120,Copper Smelting,-2065,136,Kingdom of Great urkalad,5651,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_12,
13,True,0,760.292,False,False,28,47,9,Empire of South sursurkanpur Kingdom,15,Currency,120,Copper Smelting,-519,161,Kingdom of North ninbelurum,5648,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_13,
14,True,0,776.623,False,False,28,-2510,49,Kingdom of Barkaa,19,Alphabet,120,Copper Smelting,-1441,31,North ashtamashar Tribe,5659,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_14,
15,True,0,740.028,False,False,30,339,52,Empire of Great ngobaru,18,Horseback Riding,120,Copper Smelting,-389,152,Kingdom of North tarselselburg,5812,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_15,
16,True,0,686.369,False,False,43,1766,66,Republic of Kingdom of Xocmixtan,35,Markets,120,Copper Smelting,-669,30,Kingdom of North barbelar,5609,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v11/seed_16,
