seed,ok,returncode,elapsed_sec,reused,canceled,max_total_unlocked_techs,max_total_year,max_total_country_index,max_total_country_name,max_total_tech_id,max_total_tech_name,max_tech_id,max_tech_name,max_tech_year,max_tech_country_index,max_tech_country_name,rows,run_dir,reason
1,True,0,744.084,False,False,42,1690,65,South chichitan,39,Universities,120,Copper Smelting,11,38,Kingdom of North kalninsaman,5944,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_1,
2,True,0,713.269,False,False,37,1802,48,Kingdom of Zubartanu Republic,27,Democracy,120,Copper Smelting,-1387,36,Kingdom of South kalninar,5708,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_2,
3,True,0,712.996,False,False,31,491,49,Kingdom of South lamngoene Kingdom,109,Long-distance Exchange Networks,120,Copper Smelting,742,58,Empire of Great dorlenland,5773,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_3,
4,True,0,673.828,False,False,31,1693,195,Kingdom of Setanbar Kingdom,14,Formal Mathematics,120,Copper Smelting,-280,173,Kingdom of New ninbarurar,5493,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_4,
5,True,0,751.321,False,False,37,1982,48,Kingdom of South barmau Kingdom,30,Education,120,Copper Smelting,541,29,Kingdom of Great kalbarum,5574,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_5,
6,True,0,654.126,False,False,29,1830,180,Kingdom of Old kachiseara Kingdom,2,Animal Husbandry,120,Copper Smelting,1192,105,Old venkarum,5452,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_6,
7,True,0,732.794,False,False,26,-2606,39,Kingdom of Great dusviamargrad,17,Roads,120,Copper Smelting,-553,38,Kingdom of North ashninar,5432,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_7,
8,True,0,713.492,False,False,28,333,16,Kingdom of Weixia Kingdom,15,Currency,120,Copper Smelting,158,112,Kingdom of Great weilizhou,5528,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_8,
9,True,0,780.154,False,False,28,-1479,67,Empire of New tolxocxocpan,15,Currency,120,Copper Smelting,-1713,127,New tamurum Kingdom,5722,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_9,
10,True,0,728.275,False,False,35,1937,48,Kingdom of New kazuara Kingdom,30,Education,120,Copper Smelting,-1094,34,Great arninar Tribe,5608,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_10,
11,True,0,558.013,False,False,28,-1403,48,Kingdom of South ngongo,12,Shipbuilding,120,Copper Smelting,209,32,Kingdom of South ursamum,5093,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_11,
12,True,0,731.332,False,False,41,1823,49,South ofiofiene,36,Printing,120,Copper Smelting,-950,38,Kingdom of Old eshninum,5551,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_12,
13,True,0,751.259,False,False,28,-1204,211,South ofingochiu Kingdom,15,Currency,120,Copper Smelting,-942,120,Great eshashurar Tribe,5691,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_13,
14,True,0,759.535,False,False,41,1791,180,Kingdom of Ngochiene Kingdom,34,Banking,120,Copper Smelting,-1669,155,South asharar Tribe,5363,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_14,
15,True,0,717.712,False,False,28,-1397,53,Kingdom of Great semabar,15,Currency,120,Copper Smelting,-4,125,Kingdom of Great belbeltarburg,5804,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_15,
16,True,0,707.515,False,False,40,1993,66,Republic of Kingdom of North calnahco,36,Printing,120,Copper Smelting,-255,30,Kingdom of South ninararan,5879,/mnt/c/WS/WorldSimulation10028/out/seed_max_tech_post16_realism_v6/seed_16,
